ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Conseil
"2247";"Journal Intime Alohomora";"SR74023";"11.80";"24.99";"2.12";"43.3%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Marge faible (Vérifier)"
"2249";"Mug - Tome 1 Quidditch";"MGB27574";"6.99";"14.00";"2.00";"40.1%";"8.95";"8.95";"8.95";"8.95";"-";"-";"-";"Trop cher (Baisser !)"
"2250";"Mug - Tome 3 Sirius";"MGB27575";"6.99";"14.00";"2.00";"40.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"2251";"Mug - Tome 5 Poudlard Express";"MGB27573";"6.99";"14.00";"2.00";"40.1%";"16.50";"16.50";"16.50";"16.50";"-";"-";"-";"Opportunité (Augmenter !)"
"2253";"Porte-Clés Masque Du Mangemort";"RKR39249";"3.40";"11.99";"3.53";"66.0%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"RAS"
"2257";"Mug - Expecto Patronum";"MG27549";"5.59";"11.00";"1.97";"39.0%";"12.90";"12.90";"12.90";"12.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"2260";"Porte-Clés à Pompom - Gryffondor";"RKP39089";"1.49";"5.00";"3.36";"64.2%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2262";"Porte-Clés - Hedwige";"RKP39088";"1.46";"5.00";"3.42";"65.0%";"11.90";"11.90";"11.90";"11.90";"-";"11.90";"-";"Opportunité (Augmenter !)"
"2263";"Horloge Ecusson De Poudlard";"GP86448";"9.72";"22.00";"2.26";"47.0%";"14.99";"14.99";"14.99";"-";"14.99";"-";"-";"Trop cher (Baisser !)"
"2264";"Pin's Poudlard";"PBE6046";"2.92";"7.00";"2.40";"49.9%";"8.99";"29.90";"19.45";"-";"8.99";"29.90";"-";"Opportunité (Augmenter !)"
"2265";"Cadre - Honeydukes 20x25cm";"EPPL71320";"7.30";"16.00";"2.19";"45.3%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2266";"Porte-clés à pompom - Poufsouffle";"RKP39090";"1.46";"5.00";"3.42";"65.0%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2275";"Porte-Clés à Pompom Serpentard";"RKP39092";"1.46";"5.00";"3.42";"65.0%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2281";"Set de 800 stickers Harry Potter";"PS7401";"2.88";"5.99";"2.08";"42.3%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2286";"Blason Mural Poudlard";"WB219";"29.90";"60.00";"2.01";"40.2%";"68.99";"68.99";"68.99";"-";"68.99";"-";"-";"Opportunité (Augmenter !)"
"2287";"Cadre Photo Poudlard";"WB220";"9.88";"22.00";"2.23";"46.1%";"24.90";"24.99";"24.95";"24.90";"24.99";"-";"0.00";"Opportunité (Augmenter !)"
"2288";"Cadre Photo Hedwige";"WB221";"9.40";"20.00";"2.13";"43.6%";"19.90";"22.99";"21.45";"19.90";"22.99";"-";"-";"Marge faible (Vérifier)"
"2289";"Plaque Sortilège Expelliarmus";"WB248";"2.95";"8.00";"2.71";"55.8%";"9.99";"9.99";"9.99";"-";"9.99";"-";"-";"Opportunité (Augmenter !)"
"2290";"Plaque Sortilège Wingardium Leviosa";"WB249";"2.95";"8.00";"2.71";"55.8%";"9.99";"9.99";"9.99";"-";"9.99";"-";"-";"Opportunité (Augmenter !)"
"2291";"Plaque Sortilège Lumos";"WB250";"2.95";"8.00";"2.71";"55.8%";"9.99";"9.99";"9.99";"-";"9.99";"-";"-";"Opportunité (Augmenter !)"
"2295";"Sac à Lunch Gryffondor";"WB213";"7.40";"18.00";"2.43";"50.7%";"24.99";"24.99";"24.99";"-";"24.99";"-";"-";"Opportunité (Augmenter !)"
"2299";"Bannière étendard Gryffondor";"WB229";"7.40";"16.90";"2.28";"47.5%";"16.90";"19.99";"18.45";"16.90";"19.99";"-";"0.00";"RAS"
"2300";"Bannière étendard Serdaigle";"WB230";"7.40";"16.90";"2.28";"47.5%";"16.90";"19.99";"18.45";"16.90";"19.99";"-";"0.00";"RAS"
"2301";"Bannière étendard Poufsouffle";"WB231";"7.40";"16.90";"2.28";"47.5%";"16.90";"19.99";"18.45";"16.90";"19.99";"-";"0.00";"RAS"
"2302";"Bannière étendard Serpentard";"WB232";"7.40";"16.90";"2.28";"47.5%";"16.90";"19.99";"18.45";"16.90";"19.99";"-";"0.00";"RAS"
"2303";"Plaque suspendue Wingardium Leviosa";"WB236";"4.93";"12.00";"2.43";"50.7%";"11.99";"11.99";"11.99";"-";"11.99";"-";"0.00";"RAS"
"2304";"Plaque suspendue Expecto Patronum";"WB235";"4.93";"12.00";"2.43";"50.7%";"11.90";"11.99";"11.95";"11.90";"11.99";"-";"0.00";"RAS"
"2305";"Plaque suspendue Felix Felicis";"WB237";"4.93";"12.00";"2.43";"50.7%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"RAS"
"2306";"Plaque suspendue Flying Lesson";"WB241";"4.44";"12.00";"2.70";"55.6%";"9.99";"9.99";"9.99";"-";"9.99";"-";"-";"Trop cher (Baisser !)"
"2307";"Plaque suspendue I Solemnly Swear";"WB234";"4.93";"12.00";"2.43";"50.7%";"11.90";"11.99";"11.95";"11.90";"11.99";"-";"0.00";"RAS"
"2308";"Sac à dos Gryffondor";"WB206";"12.35";"29.90";"2.42";"50.4%";"59.90";"59.90";"59.90";"59.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"2309";"Sac à dos Serdaigle";"WB207";"12.35";"29.90";"2.42";"50.4%";"59.90";"59.90";"59.90";"59.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"2310";"Sac à dos Poufsouffle";"WB208";"12.35";"29.90";"2.42";"50.4%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2311";"Sac à dos Serpentard";"WB209";"12.35";"29.90";"2.42";"50.4%";"59.90";"59.90";"59.90";"59.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"2312";"Trousse de toilette - Potions";"WB211";"6.17";"15.00";"2.43";"50.6%";"14.90";"14.90";"14.90";"14.90";"-";"-";"-";"RAS"
"2313";"Trousse de toilette - Charms";"WB212";"6.17";"15.00";"2.43";"50.6%";"14.90";"14.90";"14.90";"14.90";"-";"-";"-";"RAS"
"2315";"Boîte à objets Hedwige";"WB223";"6.17";"13.00";"2.11";"43.0%";"12.99";"12.99";"12.99";"-";"12.99";"-";"-";"Marge faible (Vérifier)"
"2316";"Boîte à objets Vif d'or";"WB224";"6.17";"13.00";"2.11";"43.0%";"14.99";"14.99";"14.99";"-";"14.99";"-";"-";"Opportunité (Augmenter !)"
"2317";"Porte-bijoux doré Fumseck";"WB225";"14.83";"30.00";"2.02";"40.7%";"34.90";"34.99";"34.95";"34.90";"34.99";"-";"0.00";"Opportunité (Augmenter !)"
"2318";"Bannière étendard Poudlard";"WB233";"6.17";"15.00";"2.43";"50.6%";"16.90";"19.99";"18.45";"16.90";"19.99";"-";"-";"Opportunité (Augmenter !)"
"2319";"Plaques de directions Chemin de Traverse";"WB251";"14.82";"30.00";"2.02";"40.7%";"34.90";"34.90";"34.90";"34.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2324";"Horloge 4 maisons";"WB204";"7.57";"17.00";"2.25";"46.6%";"14.99";"14.99";"14.99";"-";"14.99";"-";"-";"Trop cher (Baisser !)"
"2331";"Album photo Hedwige";"WB182";"8.64";"20.00";"2.31";"48.2%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2334";"3 bracelets d’amitié - Dorés";"EHPFB0449";"5.95";"13.95";"2.34";"48.8%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2359";"Bonbonnière Chocogrenouille";"JARHP01";"8.90";"21.00";"2.36";"49.1%";"21.99";"21.99";"21.99";"-";"21.99";"-";"-";"RAS"
"2360";"Boîte à objets Dobby";"JARSLSHP03";"9.95";"20.00";"2.01";"40.3%";"Infinity";"-Infinity";"NaN";"-";"0.00";"-";"-";"Trop cher (Baisser !)"
"2364";"Théière Chemin de Traverse";"TFOR1HP04";"17.50";"39.90";"2.28";"47.4%";"34.90";"34.90";"34.90";"34.90";"-";"-";"-";"Trop cher (Baisser !)"
"2366";"Vase Gryffondor";"VAHP05";"6.30";"13.00";"2.06";"41.8%";"13.90";"13.90";"13.90";"13.90";"-";"-";"-";"Marge faible (Vérifier)"
"2367";"Vase Poufsouffle";"VAHP06";"6.30";"13.00";"2.06";"41.8%";"13.90";"13.90";"13.90";"13.90";"-";"-";"-";"Marge faible (Vérifier)"
"2368";"Vase Serdaigle";"VAHP07";"6.30";"13.00";"2.06";"41.8%";"13.90";"13.90";"13.90";"13.90";"-";"-";"-";"Marge faible (Vérifier)"
"2369";"Vase Serpentard";"VAHP08";"6.30";"13.00";"2.06";"41.8%";"13.90";"13.90";"13.90";"13.90";"-";"-";"-";"Marge faible (Vérifier)"
"2370";"Montre Retourneur de temps";"ETP000100";"21.95";"44.99";"2.05";"41.5%";"24.90";"24.90";"24.90";"-";"-";"24.90";"0.00";"Trop cher (Baisser !)"
"2372";"Montre vif d'or";"ETP000004";"21.95";"44.99";"2.05";"41.5%";"45.00";"45.00";"45.00";"-";"0.00";"45.00";"0.00";"Marge faible (Vérifier)"
"2373";"Porte-clés Boursouflet";"EKH000392";"3.50";"7.99";"2.28";"47.4%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2376";"Couteau de Dumbledore";"NN7451";"32.50";"59.95";"1.84";"34.9%";"59.95";"59.95";"59.95";"-";"-";"59.95";"-";"Marge faible (Vérifier)"
"2380";"Livre de coloriage - Poudlard";"49-2601-4";"9.49";"14.95";"1.58";"23.8%";"12.90";"16.75";"14.82";"12.90";"16.75";"-";"0.00";"Marge faible (Vérifier)"
"2382";"La Magie du Tricot - Tome 2";"38.0635.6";"19.02";"29.95";"1.57";"23.8%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"Trop cher (Baisser !)"
"2383";"Livre de coloriage - Gryffondor";"5590469";"9.49";"14.95";"1.58";"23.8%";"12.90";"16.75";"14.82";"12.90";"16.75";"-";"0.00";"Marge faible (Vérifier)"
"2384";"Le livre de coloriage Harry Potter";"42-6043-8";"10.76";"16.95";"1.58";"23.8%";"9.90";"16.75";"13.32";"9.90";"16.75";"-";"0.00";"Marge faible (Vérifier)"
"2386";"Livre de coloriage - Poufsouffle";"55-9059-2";"9.49";"14.95";"1.58";"23.8%";"12.90";"16.75";"14.82";"12.90";"16.75";"-";"0.00";"Marge faible (Vérifier)"
"2387";"Livre de coloriage - Serdaigle";"55-9071-5";"9.49";"14.95";"1.58";"23.8%";"12.90";"16.75";"14.82";"12.90";"16.75";"-";"0.00";"Marge faible (Vérifier)"
"2388";"Livre de coloriage - Serpentard";"55-9083-8";"9.49";"14.95";"1.58";"23.8%";"12.90";"16.75";"14.82";"12.90";"16.75";"-";"0.00";"Marge faible (Vérifier)"
"2389";"Livre de coloriage - Créatures magiques";"72-3150-2";"10.76";"16.95";"1.58";"23.8%";"12.90";"16.75";"14.82";"12.90";"16.75";"-";"0.00";"Marge faible (Vérifier)"
"2399";"Puzzle 3D Vaisseau de Durmstrang";"REV00308";"14.33";"30.00";"2.09";"42.7%";"39.90";"39.90";"39.90";"39.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2412";"Carte retourneur de temps";"HPPC13";"0.93";"2.50";"2.69";"55.4%";"24.90";"24.90";"24.90";"-";"-";"24.90";"-";"Opportunité (Augmenter !)"
"2413";"Carte Coupe des 3 sorciers";"HPPC14";"0.93";"2.50";"2.69";"55.4%";"129.90";"129.90";"129.90";"-";"-";"129.90";"0.00";"Opportunité (Augmenter !)"
"2418";"Carte Les Maraudeurs";"HPPC11";"0.93";"2.50";"2.69";"55.4%";"10.00";"10.00";"10.00";"-";"-";"10.00";"-";"Opportunité (Augmenter !)"
"2429";"Badge - Nimbus 2001";"HPBB18";"1.57";"3.99";"2.54";"52.8%";"3.90";"3.90";"3.90";"3.90";"-";"-";"-";"RAS"
"2449";"Badge Ministère de la Magie";"HPBB17";"1.57";"3.99";"2.54";"52.8%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2456";"Carnet deluxe et stylo Serpentard";"CR5142";"11.35";"24.95";"2.20";"45.4%";"3.90";"3.90";"3.90";"3.90";"-";"-";"-";"Trop cher (Baisser !)"
"2457";"Boule de Noël All I Want for Christmas - Bracelet Vif d’or";"EHPCB0393";"7.70";"16.95";"2.20";"45.5%";"16.99";"16.99";"16.99";"-";"-";"16.99";"0.00";"RAS"
"2458";"Boule de Noël École de sorcellerie - Collier Poudlard";"EHPCB0395";"7.70";"16.95";"2.20";"45.5%";"15.00";"15.00";"15.00";"-";"-";"15.00";"-";"Trop cher (Baisser !)"
"2461";"Carnet deluxe et stylo Serdaigle";"CR5143";"11.35";"24.95";"2.20";"45.4%";"25.90";"25.90";"25.90";"25.90";"-";"-";"-";"Marge faible (Vérifier)"
"2462";"Boule de Noël Carte du Maraudeur - Pin’s";"EHPCB0118";"7.70";"16.95";"2.20";"45.5%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Opportunité (Augmenter !)"
"2465";"Carnet deluxe et stylo Poufsouffle";"CR5144";"11.35";"24.95";"2.20";"45.4%";"3.90";"3.90";"3.90";"3.90";"-";"-";"-";"Trop cher (Baisser !)"
"2467";"Figurine Gomee Sybille Trelawney";"CR5066U";"3.19";"6.95";"2.18";"44.9%";"5.90";"5.90";"5.90";"5.90";"-";"-";"0.00";"Trop cher (Baisser !)"
"2468";"Figurine Gomee Dolores Ombrage";"CR5068U";"3.19";"6.95";"2.18";"44.9%";"5.90";"5.90";"5.90";"5.90";"-";"-";"0.00";"Trop cher (Baisser !)"
"2469";"Figurine Gomee Bellatrix Lestrange";"CR5067U";"3.19";"6.95";"2.18";"44.9%";"5.90";"5.90";"5.90";"5.90";"-";"-";"-";"Trop cher (Baisser !)"
"2470";"Figurine Gomee Lucius Malefoy";"CR5069U";"3.19";"6.95";"2.18";"44.9%";"5.90";"5.90";"5.90";"5.90";"-";"-";"-";"Trop cher (Baisser !)"
"2471";"Figurine Gomee Harry Quidditch";"CR5071U";"3.19";"6.95";"2.18";"44.9%";"5.90";"5.90";"5.90";"5.90";"-";"-";"-";"Trop cher (Baisser !)"
"2472";"Figurine Gomee Drago Quidditch";"CR5070U";"3.19";"6.95";"2.18";"44.9%";"5.90";"5.90";"5.90";"5.90";"-";"-";"-";"Trop cher (Baisser !)"
"2473";"Figurine Gomee Sirius prisonnier";"CR5072U";"3.19";"6.95";"2.18";"44.9%";"5.90";"5.90";"5.90";"5.90";"-";"-";"0.00";"Trop cher (Baisser !)"
"2474";"Figurine Gomee Severus Rogue";"CR5073U";"3.19";"6.95";"2.18";"44.9%";"5.90";"5.90";"5.90";"5.90";"-";"-";"-";"Trop cher (Baisser !)"
"2475";"Carnet deluxe et stylo Gryffondor";"CR5141";"11.35";"24.95";"2.20";"45.4%";"3.90";"3.90";"3.90";"3.90";"-";"-";"-";"Trop cher (Baisser !)"
"2476";"Calendrier de l’avent Luna Lovegood";"CR2057";"16.95";"34.95";"2.06";"41.8%";"34.90";"34.90";"34.90";"34.90";"-";"-";"-";"Marge faible (Vérifier)"
"2477";"Boule de Noël Chocogrenouille - Pin’s";"EHPCB0157";"7.70";"16.95";"2.20";"45.5%";"16.99";"16.99";"16.99";"-";"-";"16.99";"-";"RAS"
"2481";"Stickers - Signes et Symboles dorés";"STFE-0042";"2.08";"4.50";"2.16";"44.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2482";"Stickers - Nöel Poudlard";"STFE-0045";"2.08";"4.50";"2.16";"44.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2483";"Boîte rouleaux de stickers Harry Potter";"STRSET-0001";"9.25";"20.00";"2.16";"44.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2489";"Sac rond Lunettes et éclair";"CE2406";"11.25";"24.95";"2.22";"45.9%";"47.99";"47.99";"47.99";"-";"47.99";"-";"0.00";"Opportunité (Augmenter !)"
"2490";"Trio Lorgnospectres et bijoux Luna Lovegood";"CR2905";"18.45";"39.95";"2.17";"44.6%";"39.95";"39.95";"39.95";"-";"-";"39.95";"-";"Marge faible (Vérifier)"
"2492";"Set de 7 boules de noël - Coupe des 3 sorciers";"XM9716";"12.52";"24.99";"2.00";"39.9%";"129.90";"129.90";"129.90";"-";"-";"129.90";"0.00";"Opportunité (Augmenter !)"
"2493";"Set de 3 ornements de Noël - Baguette Embleme Balais";"XM9732";"9.96";"19.99";"2.01";"40.2%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"2502";"Pin's Défense contre les forces du mal";"PBADHP89";"2.60";"5.99";"2.30";"47.9%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2522";"Lunettes de Harry Potter - Déguisement";"VAN60109G";"1.55";"8.00";"5.16";"76.8%";"47.99";"47.99";"47.99";"-";"47.99";"-";"0.00";"Opportunité (Augmenter !)"
"2529";"Nimbus 2000 Junior";"CR2902";"135.00";"249.00";"1.84";"34.9%";"249.90";"249.99";"249.94";"-";"249.99";"249.90";"0.00";"Marge faible (Vérifier)"
"2532";"Chaussette de Noël - Serdaigle Alumni";"WB287";"10.27";"20.00";"1.95";"38.4%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"Marge faible (Vérifier)"
"2533";"Chaussette de Noël - Poufsouffle Alumni";"WB288";"10.27";"20.00";"1.95";"38.4%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"Marge faible (Vérifier)"
"2534";"Chaussette de Noël - Serpentard Alumni";"WB289";"10.27";"20.00";"1.95";"38.4%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"Marge faible (Vérifier)"
"2535";"Chaussette de Noël - Hedwige";"WB290";"10.27";"20.00";"1.95";"38.4%";"18.99";"18.99";"18.99";"-";"18.99";"-";"-";"Trop cher (Baisser !)"
"2541";"Lunettes de Harry Potter - Coffret";"NN7917";"22.75";"47.95";"2.11";"43.1%";"47.99";"47.99";"47.99";"-";"47.99";"-";"0.00";"Marge faible (Vérifier)"
"2545";"Harry Potter et le prisonnier d'Azkaban Minalima";"J04675";"28.20";"42.50";"1.51";"20.4%";"42.50";"42.50";"42.50";"42.50";"-";"-";"0.00";"Marge faible (Vérifier)"
"2546";"La Magie de MinaLima";"J04539";"26.51";"39.95";"1.51";"20.4%";"9.95";"39.95";"23.28";"9.95";"39.95";"19.95";"0.00";"Marge faible (Vérifier)"
"2547";"Lettrage Créatif";"J04790";"8.69";"14.90";"1.71";"30.0%";"14.90";"14.90";"14.90";"14.90";"-";"-";"0.00";"Marge faible (Vérifier)"
"2548";"Coffret Magique - Destination Poudlard";"J03064";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.90";"19.90";"-";"19.90";"-";"0.00";"Marge faible (Vérifier)"
"2549";"Le Carnet Magique - Duels de sorciers";"J04388";"13.20";"19.90";"1.51";"20.4%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2550";"Le livre de cuisine officiel - super facile";"J04791";"13.20";"19.90";"1.51";"20.4%";"19.90";"19.90";"19.90";"19.90";"19.90";"-";"0.00";"Marge faible (Vérifier)"
"2551";"Filtres magiques Lorgnospectres";"J04602";"6.57";"9.90";"1.51";"20.4%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"Marge faible (Vérifier)"
"2553";"Harry Potter - Le Guide Ultime";"J04655";"23.23";"35.00";"1.51";"20.4%";"35.00";"35.00";"35.00";"35.00";"35.00";"-";"0.00";"Marge faible (Vérifier)"
"2555";"Pendentif - Oeuf d’Or";"NN7533";"31.20";"59.95";"1.92";"37.5%";"59.90";"59.99";"59.95";"59.90";"59.99";"59.95";"0.00";"Marge faible (Vérifier)"
"2556";"Pull de Quidditch Serdaigle";"CR1523";"21.50";"44.95";"2.09";"42.6%";"44.90";"44.99";"44.95";"44.90";"44.99";"-";"0.00";"Marge faible (Vérifier)"
"2557";"Pull de Quidditch Poufsouffle";"CR1524";"21.50";"44.95";"2.09";"42.6%";"44.90";"44.99";"44.95";"44.90";"44.99";"-";"-";"Marge faible (Vérifier)"
"2586";"Marque-page Patronus Luna - Boudchou";"2430000025860";"1.60";"3.00";"1.88";"36.0%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"2595";"Harry Potter et les Reliques de la Mort - ed 2017";"A58523";"10.55";"15.90";"1.51";"20.4%";"31.50";"31.50";"31.50";"-";"31.50";"-";"-";"Opportunité (Augmenter !)"
"2612";"Boule de Noël avec porte-clé peluche Hedwige";"CR6200";"5.40";"11.95";"2.21";"45.8%";"25.90";"44.99";"35.45";"25.90";"44.99";"-";"-";"Opportunité (Augmenter !)"
"2622";"Porte-clés 3D Vif d’or";"EKR3D0004";"7.95";"16.99";"2.14";"43.8%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"2623";"Porte-clés Felix Felicis";"EKR000192";"6.50";"13.99";"2.15";"44.2%";"11.90";"15.90";"13.90";"11.90";"-";"15.90";"-";"Marge faible (Vérifier)"
"2624";"Porte-clés Carte du Maraudeur";"EKR000118";"6.50";"13.99";"2.15";"44.2%";"11.90";"15.90";"13.90";"11.90";"-";"15.90";"-";"Marge faible (Vérifier)"
"2625";"Baguette magique boîte Ollivander Gilderoy Lockhart";"NN8921";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"2626";"Bol - Hedwige";"BOWLHP12";"7.66";"16.00";"2.09";"42.5%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2630";"Mug Créatures Magiques";"MUGVHP07";"6.22";"12.99";"2.09";"42.5%";"15.90";"15.90";"15.90";"15.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2633";"Pin's Chocogrenouille violet";"PBADHP66";"1.91";"4.99";"2.61";"54.1%";"8.90";"9.90";"9.40";"9.90";"-";"8.90";"0.00";"Opportunité (Augmenter !)"
"2643";"Boule à neige Poudlard (100mm)";"SGHP01";"21.29";"44.99";"2.11";"43.2%";"45.90";"48.99";"47.45";"-";"48.99";"45.90";"-";"Marge faible (Vérifier)"
"2645";"Sac à dos Premium Poudlard";"ABYBAG516";"34.99";"69.99";"2.00";"40.0%";"69.90";"79.99";"73.26";"69.90";"79.99";"69.90";"-";"Marge faible (Vérifier)"
"2646";"Tirelire - Gringotts";"ABYBUS018";"17.49";"34.99";"2.00";"40.0%";"35.90";"35.90";"35.90";"35.90";"-";"-";"-";"Marge faible (Vérifier)"
"2655";"Baguette de Dolores Ombrage";"NN7140";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"2657";"Porte-clés Oeuf d'or";"EKH000380";"5.75";"12.99";"2.26";"46.9%";"11.90";"15.00";"12.96";"11.90";"11.99";"15.00";"-";"RAS"
"2658";"Porte-clés Poussos";"EKR000401";"5.75";"12.99";"2.26";"46.9%";"11.90";"15.00";"12.96";"11.90";"11.99";"15.00";"-";"RAS"
"2660";"Jeu de cartes à jouer Yume Fantasy";"NMR52844";"3.85";"9.90";"2.57";"53.3%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"RAS"
"2661";"Pack 3 puzzles Movie Poster (500 pièces)";"NMR62001";"12.80";"25.90";"2.02";"40.7%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Marge faible (Vérifier)"
"2662";"Puzzle 3D Magicobus";"REV00306";"11.00";"22.00";"2.00";"40.0%";"34.99";"39.90";"37.45";"39.90";"34.99";"-";"-";"Opportunité (Augmenter !)"
"2663";"Puzzle 3D Château de Poudlard";"REV00311";"20.00";"40.00";"2.00";"40.0%";"39.90";"39.90";"39.90";"39.90";"-";"-";"0.00";"Marge faible (Vérifier)"
"2669";"Baguette Faucheuse";"WA_76338";"6.11";"15.00";"2.45";"51.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"2670";"Baguette Gemme bleue";"WA_76138";"6.13";"15.00";"2.45";"51.0%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"2672";"Baguette Pentagramme";"WA_76438";"6.13";"15.00";"2.45";"51.0%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"2696";"Peluche Vif d'Or";"NN7566";"7.80";"16.95";"2.17";"44.8%";"15.90";"16.95";"16.43";"15.90";"16.95";"-";"0.00";"Marge faible (Vérifier)"
"2697";"La Coupe de Feu - Réplique";"NN7645";"39.00";"74.95";"1.92";"37.6%";"74.99";"75.00";"75.00";"-";"74.99";"75.00";"-";"Marge faible (Vérifier)"
"2698";"Collier Luna Lovegood";"MAP3009";"6.45";"14.95";"2.32";"48.2%";"11.90";"15.95";"13.93";"11.90";"0.00";"15.95";"0.00";"RAS"
"2699";"Collier long Chocogrenouille";"MAP3010";"8.80";"19.95";"2.27";"47.1%";"19.90";"20.00";"19.96";"19.90";"19.99";"20.00";"-";"RAS"
"2700";"Collier Beauxbatons";"MAP3011";"8.80";"19.95";"2.27";"47.1%";"19.90";"20.00";"19.96";"19.90";"19.99";"20.00";"0.00";"RAS"
"2701";"Collier Vif d'or";"MAP3020";"5.95";"12.95";"2.18";"44.9%";"11.90";"12.99";"12.26";"11.90";"12.99";"11.90";"0.00";"Marge faible (Vérifier)"
"2702";"Collier Chocogrenouille";"MAP3021";"8.99";"19.95";"2.22";"45.9%";"15.00";"19.99";"18.30";"19.90";"19.99";"15.00";"-";"RAS"
"2703";"Collier Fumseck";"MAP3022";"5.95";"12.95";"2.18";"44.9%";"14.99";"119.90";"49.96";"119.90";"14.99";"15.00";"0.00";"Opportunité (Augmenter !)"
"2704";"Pin's Vif d'or";"MAP3220";"2.65";"5.95";"2.25";"46.6%";"7.90";"8.90";"8.26";"8.90";"7.99";"7.90";"0.00";"Opportunité (Augmenter !)"
"2705";"Pin's Chocogrenouille";"MAP3221";"6.80";"14.95";"2.20";"45.4%";"8.90";"9.90";"9.40";"9.90";"0.00";"8.90";"0.00";"Trop cher (Baisser !)"
"2706";"Pin's Fumseck";"MAP3222";"2.00";"4.95";"2.48";"51.5%";"7.90";"7.99";"7.93";"7.90";"7.99";"7.90";"0.00";"Opportunité (Augmenter !)"
"2707";"Boucle et bague d'oreille Hedwige";"MAP3400";"5.60";"12.95";"2.31";"48.1%";"12.99";"12.99";"12.99";"-";"12.99";"-";"-";"RAS"
"2709";"Boucles d'oreilles Vif d'or";"MAP3420";"5.60";"12.95";"2.31";"48.1%";"12.90";"12.99";"12.95";"12.90";"12.99";"-";"0.00";"RAS"
"2710";"Boucles d'oreilles Fumseck";"MAP3422";"5.60";"12.95";"2.31";"48.1%";"12.99";"69.90";"41.45";"69.90";"12.99";"-";"0.00";"RAS"
