"Referrer source","Referrer name","Session city","Online store visitors","Sessions"
"unknown","encmbtia",,1,1
"search","google","Ternay",1,1
"social","facebook","Bazouges-sur-le-Loir",1,1
"search","google","Roynac",1,1
"search","google","Riddes",1,1
"direct",,"Bom Princípio",1,1
"direct",,"Longmont",1,1
"search","google","Rodez",1,1
"direct",,"Fernandópolis",1,1
"search","google","Saverdun",1,1
"direct",,"Ma'anshan",1,1
"direct",,"Espigão dOeste",1,1
"direct",,"Pasay",1,1
"social","instagram","Žilina",1,1
"direct",,"Mira Estrela",1,1
"direct",,"Joaquim Távora",1,1
"search","google","Venansault",1,1
"search","google","Étaules",1,1
"social","facebook","Villethierry",1,1
"social","instagram","Illzach",1,1
"social","facebook","Beynost",1,1
"direct",,"São João do Jaguaribe",1,1
"social","instagram","Le Mesnil-Théribus",1,1
"social","instagram","Cranves-Sales",1,1
"search","google","Vassonville",1,1
"search","google","La Force",1,1
"direct",,"Carandaí",1,1
"direct",,"Éblange",1,1
"direct",,"Sao Paulo",1,1
"search","google","Arradon",1,1
"direct",,"Saint-Genest-Lerpt",1,1
"social","instagram","Saulxures-lès-Nancy",1,1
"direct",,"Francisco Alves",1,1
"search","google","Brétigny-sur-Orge",1,1
"social","instagram","Xouaxange",1,1
"social","instagram","Bandol",1,1
"social","facebook","Le Lavandou",1,1
"direct",,"Sherbrooke",1,1
"social","facebook","Elven",1,1
"unknown","listy","Lyon",1,1
"social","instagram","Boston",1,1
"search","google","Theizé",1,1
"social","facebook","Luzillat",1,1
"direct",,"Molcaxac",1,1
"direct",,"Cana Verde",1,1
"social","facebook","Saint-Victor-de-Morestel",1,1
"social","instagram","Livron-sur-Drôme",1,1
"social","facebook","Biache-Saint-Vaast",1,1
"search","google","Limoux",1,1
"search","google","Muzillac",1,1
"social","instagram","Retiers",1,1
"direct",,"Laurentino",1,1
"direct",,"The Hague",1,1
"direct",,"Williams Lake",1,1
"social","facebook","Saron-sur-Aube",1,1
"search","google","City of Westminster",1,1
"direct",,"Apalit",1,1
"search","google","Grézac",1,1
"search","google","Blénod-lès-Pont-à-Mousson",1,1
"social","facebook","Tallard",1,1
"search","google","Varennes-Changy",1,1
"social","instagram","Québec",1,1
"direct",,"Virginópolis",1,1
"social","instagram","Rezé",1,1
"social","instagram","Egliswil",1,1
"direct",,"Jarnages",1,1
"direct",,"Santa Teresa del Tuy",1,1
"direct",,"Bourlon",1,1
"direct",,"San Miguel de Cozumel",1,1
"search","google","Chaingy",1,1
"search","google","Gaspé",1,1
"social","facebook","Saint-Vincent-de-Tyrosse",1,1
"social","facebook","Castillon",1,1
"search","google","Sète",1,1
"social","facebook","Condé-sur-l'Escaut",1,1
"direct",,"Torremolinos",1,1
"direct",,"Guéret",1,1
"social","instagram","Lorgues",1,1
"direct",,"Prata",1,1
"social","facebook","Saint-Germain-d'Esteuil",1,1
"search","google","Sentheim",1,1
"social","instagram","Brooklyn",1,1
"social","instagram","Villefranche-de-Rouergue",1,1
"direct",,"Mazarrón",1,1
"direct",,"Santa Terezinha",1,1
"social","instagram","Rançonnières",1,1
"direct",,"Nirgua",1,1
"direct",,"Mers-les-Bains",1,1
"direct",,"Hendersonville",1,1
"search","google","Les Ternes",1,1
"direct",,"Gilroy",1,1
"search","google","Pordic",1,1
"search","google","Plano",1,1
"direct",,"Boulder",1,1
"search","google","Winnipeg",1,1
"unknown","youcare","Angoulême",1,1
"direct",,"Kurukshetra",1,1
"social","facebook","Marsillargues",1,1
"search","google","Trélissac",1,1
"search","google","Levens",1,1
"direct",,"Elesbão Veloso",1,1
"search","duckduckgo","Pontault-Combault",1,1
"search","lilo","Nantes",1,1
"social","facebook","Abreschviller",1,1
"direct",,"Chorrillos",1,1
"direct",,"North Vancouver",1,1
"direct",,"Vouneuil-sous-Biard",1,1
"search","google","Rosières",1,1
"social","instagram","Binche",1,1
"direct",,"Cordeiros",1,1
"social","facebook","Bonnefond",1,1
"social","facebook","Trégueux",1,1
"social","instagram","Biollet",1,1
"direct",,"Baraúna",1,1
"direct",,"Adapazarı",1,1
"direct",,"Banfield",1,1
"search","google","Stoke-on-Trent",1,1
"search","google","Lanthes",1,1
"social","instagram","Saint-Hyacinthe",1,1
"search","google","La Montagne",1,1
"search","google","La Rouxière",1,1
"direct",,"Mairi",1,1
"social","facebook","Saint-Romain-le-Puy",1,1
"search","ecosia","Pau",1,1
"unknown","tiny-img","Bois-Guillaume",1,1
"direct",,"Tully",1,1
"social","facebook","Vélizy-Villacoublay",1,1
"direct",,"Chignahuapan",1,1
"direct",,"Craíbas",1,1
"direct",,"Munger",1,1
"search","google","Arzano",1,1
"direct",,"Maiquinique",1,1
"direct",,"Turin",1,1
"search","google","Schwedt",1,1
"social","instagram","Belleville",1,1
"search","google","Quintin",1,1
"social","facebook","Coudoux",1,1
"search","google","Vallant-Saint-Georges",1,1
"social","instagram","Serres-Sainte-Marie",1,1
"direct",,"Bryn Mawr",1,1
"direct",,"Dwight",1,1
"search","google","Magnac-Laval",1,1
"social","instagram","Replonges",1,1
"direct",,"Vasai",1,1
"search","google","Landeleau",1,1
"search","google","Flines-lez-Raches",1,1
"social","facebook","Fort-de-France",1,1
"direct",,"Telford",1,1
"direct",,"Aléria",1,1
"social","facebook","Bouray-sur-Juine",1,1
"direct",,"Rubí",1,1
"direct",,"Charqueada",1,1
"direct",,"Chone",1,1
"social","facebook","Saint-Martin-de-Crau",1,1
"search","google","Faugères",1,1
"social","instagram","Siersthal",1,1
"direct",,"Lorca",1,1
"search","google","Espoo",1,1
"search","bing","Nice",1,1
"search","google","Garges-lès-Gonesse",1,1
"direct",,"Puerto Madryn",1,1
"search","google","Saint-Martin-de-Crau",1,1
"unknown","mesenvies","Dijon",1,1
"search","google","Sainte-Suzanne",1,1
"social","facebook","Lombron",1,1
"direct",,"Presidente Franco",1,1
"search","google","Montmorency",1,1
"search","google","Autun",1,1
"direct",,"Cantanhede",1,1
"search","google","Poussan",1,1
"direct",,"Morteau",1,1
"search","google","Sainte-Sabine-sur-Longève",1,1
"social","facebook","Flesquières",1,1
"social","instagram","Louhans",1,1
"direct",,"São Jorge d'Oeste",1,1
"direct",,"Sanliurfa",1,1
"direct",,"Horizonte",1,1
"search","google","Gambsheim",1,1
"search","google","Ostwald",1,1
"search","bing","Geneva",1,1
"direct",,"Recreo",1,1
"search","google","Lansargues",1,1
"direct",,"Dom Pedro",1,1
"direct",,"Alajuela",1,1
"search","google","Damousies",1,1
"search","google","Cabriès",1,1
"social","facebook","Guichainville",1,1
"direct",,"Feuchy",1,1
"direct",,"Feins",1,1
"search","google","Douane",1,1
"direct",,"Peçanha",1,1
"search","google","Ouistreham",1,1
"direct",,"Barão de Cocais",1,1
"direct",,"Caarapó",1,1
"direct",,"Spokane",1,1
"search","google","Le Blanc-Mesnil",1,1
"social","instagram","Baillargues",1,1
"search","google","Chaudfontaine",1,1
"direct",,"Brumado",1,1
"social","instagram","Fort William",1,1
"search","google","Seraing",1,1
"search","google","Gap",1,1
"search","google","Saint-Jacques-de-la-Lande",1,1
"social","facebook","Muids",1,1
"direct",,"Lyons",1,1
"search","google","Manacor",1,1
"search","google","Camden",1,1
"direct",,"Minaçu",1,1
"search","google","L'Hermenault",1,1
"direct",,"Abha",1,1
"direct",,"Blain",1,1
"unknown","tirokdo","Poitiers",1,1
"direct",,"Bragado",1,1
"direct",,"Nanaimo",1,1
"social","facebook","Meulan-en-Yvelines",1,1
"social","facebook","Saint-Norbert",1,1
"social","instagram","Bar-le-Duc",1,1
"social","instagram","Villiers-le-Sec",1,1
"search","google","Clichy-sous-Bois",1,1
"direct",,"Mount Laurel",1,1
"direct",,"Rivesaltes",1,1
"social","instagram","Condé-sur-Vire",1,1
"social","facebook","Villecresnes",1,1
"search","google","Combloux",1,1
"direct",,"Castelo do Piauí",1,1
"social","facebook","Gallargues-le-Montueux",1,1
"direct",,"Pérols",1,1
"social","facebook","Saultain",1,1
"search","google","Bamako",1,1
"search","google","Pinheiral",1,1
"direct",,"Le Vaudreuil",1,1
"direct",,"Orizona",1,1
"search","google","Életot",1,1
"direct",,"Monte Mor",1,1
"social","instagram","Leffrinckoucke",1,1
"social","facebook","Le Coteau",1,1
"social","instagram","Saint-Martin-d'Hères",1,1
"social","instagram","Annonay",1,1
"search","yahoo!","Clermont-Ferrand",1,1
"direct",,"Itaberaba",1,1
"direct",,"Lanvaudan",1,1
"direct",,"São Francisco de Paula",1,1
"search","google","Solre-le-Château",1,1
"social","facebook","Tréogat",1,1
"social","facebook","Erstein",1,1
"direct",,"Neuhaus am Rennweg",1,1
"search","google","La Chapelle-dAndaine",1,1
"search","google","Gimel-les-Cascades",1,1
"direct",,"Reduto",1,1
"social","facebook","Saint-Pierre-du-Perray",1,1
"direct",,"Mutum",1,1
"direct",,"Caaporã",1,1
"social","instagram","Honfleur",1,1
"direct",,"Canapi",1,1
"social","facebook","Le Raincy",1,1
"direct",,"Torrance",1,1
"direct",,"Le Barp",1,1
"direct",,"Sapé",1,1
"search","google","Châteaugay",1,1
"social","facebook","Laas",1,1
"search","google","Cousance",1,1
"social","facebook","Plourac'h",1,1
"direct",,"Dongjak-gu",1,1
"social","facebook","Mamoudzou",1,1
"unknown","chatgpt","Rennes",1,1
"social","facebook","Nercillac",1,1
"social","instagram","Pernay",1,1
"social","instagram","Laître-sous-Amance",1,1
"social","instagram","Comines",1,1
"direct",,"Serra Azul de Minas",1,1
"direct",,"Kaluga",1,1
"social","facebook","Bretenière",1,1
"direct",,"Maple Valley",1,1
"direct",,"Anderson",1,1
"search","google","Le Rove",1,1
"social","instagram","Mus",1,1
"social","facebook","Le Breuil",1,1
"direct",,"Capinópolis",1,1
"social","instagram","Bourgoin",1,1
"direct",,"Rio Bananal",1,1
"social","facebook","Aire-sur-la-Lys",1,1
"search","yahoo!","Guyancourt",1,1
"search","google","Chatignonville",1,1
"direct",,"Terra Nova",1,1
"unknown","chatgpt","Pontault-Combault",1,1
"direct",,"Makassar",1,1
"direct",,"Falls Church",1,1
"direct",,"Corzé",1,1
"social","instagram","Muttersholtz",1,1
"social","facebook","Behren-lès-Forbach",1,1
"unknown","cpub","Villeneuve-lès-Avignon",1,1
"social","instagram","Tarascon",1,1
"direct",,"Joliette",1,1
"direct",,"São Luís do Curu",1,1
"direct",,"Pont-Sainte-Maxence",1,1
"direct",,"Hénin-Beaumont",1,1
"social","instagram","Saint-Affrique",1,1
"email","gmail","Vesly",1,1
"direct",,"Venda Nova do Imigrante",1,1
"search","google","Buxerolles",1,1
"direct",,"Luján de Cuyo",1,1
"unknown","meuikcr",,1,1
"direct",,"Amarillo",1,1
"direct",,"Chasné-sur-Illet",1,1
"search","google","Badonviller",1,1
"search","google","Donzère",1,1
"direct",,"Le Vieil-Évreux",1,1
"search","google","Payns",1,1
"social","instagram","Beaugency",1,1
"direct",,"Poplar",1,1
"search","qwant","Ardentes",1,1
"search","google","Signes",1,1
"direct",,"Thembisa",1,1
"direct",,"Carmichaels",1,1
"search","google","Mezel",1,1
"search","google","Claveyson",1,1
"direct",,"Veranópolis",1,1
"search","google","Parcieux",1,1
"direct",,"Balikpapan",1,1
"direct",,"Santo Amaro da Imperatriz",1,1
"search","google","Villemoustaussou",1,1
"search","google","Cuers",1,1
"direct",,"Vargem Grande",1,1
"search","google","Melesse",1,1
"social","facebook","La Chapelle-dArmentières",1,1
"direct",,"South Lyon",1,1
"direct",,"Carling",1,1
"social","facebook","Mommenheim",1,1
"social","instagram","Saint-Priest-d'Andelot",1,1
"search","google","Inzinzac-Lochrist",1,1
"direct",,"Lustenau",1,1
"search","google","Cadenet",1,1
"social","instagram","Avrillé",1,1
"direct",,"Racine",1,1
"social","facebook","Étupes",1,1
"direct",,"Alta Floresta d'Oeste",1,1
"direct",,"Vera Cruz do Oeste",1,1
"search","google","Douchy-les-Mines",1,1
"social","instagram","Veauche",1,1
"search","ecosia","Besançon",1,1
"unknown","privacywall","Ouges",1,1
"direct",,"Viradouro",1,1
"search","google","Chasseneuil",1,1
"direct",,"Karacabey",1,1
"social","instagram","Plobsheim",1,1
"search","google","Isbergues",1,1
"direct",,"Santo Estêvão",1,1
"search","google","Le Chambon-sur-Lignon",1,1
"unknown","cpub","Saint-Georges-de-Reneins",1,1
"social","facebook","Ammerschwihr",1,1
"social","instagram","Plerneuf",1,1
"direct",,"La Flèche",1,1
"direct",,"Santa Lucía",1,1
"direct",,"Darregueira",1,1
"direct",,"Bicas",1,1
"social","instagram","Lingreville",1,1
"direct",,"La Barca",1,1
"social","facebook","Plouër-sur-Rance",1,1
"direct",,"Xique-Xique",1,1
"direct",,"Weesp",1,1
"social","facebook","Pavilly",1,1
"social","instagram","Sain-Bel",1,1
"social","instagram","Vasles",1,1
"search","google","Vouvray",1,1
"direct",,"Halifax",1,1
"direct",,"Hoorn",1,1
"social","instagram","Ouistreham",1,1
"direct",,"Rockwall",1,1
"direct",,"Rio das Pedras",1,1
"direct",,"Saint-Félix-de-Kingsey",1,1
"social","instagram","Bévy",1,1
"direct",,"Cochrane",1,1
"search","google","Brioude",1,1
"social","instagram","Frontenay-Rohan-Rohan",1,1
"direct",,"Piçarra",1,1
"social","facebook","Arnèke",1,1
"search","google","Garidech",1,1
"search","google","Écuelles",1,1
"social","instagram","Florence",1,1
"search","google","Sainte-Christine",1,1
"social","facebook","Bourbourg",1,1
"search","google","Ouainville",1,1
"direct",,"Spring Hill",1,1
"search","google","Prien am Chiemsee",1,1
"social","instagram","Varennes-Vauzelles",1,1
"social","instagram","Secaucus",1,1
"direct",,"Três Coroas",1,1
"direct",,"Iquique",1,1
"search","google","Saint-Macaire-en-Mauges",1,1
"social","instagram","Saint-Sulpice-sur-Lèze",1,1
"social","instagram","Saint-Amand-les-Eaux",1,1
"direct",,"Patamata",1,1
"direct",,"Krasnodar",1,1
"social","instagram","Servian",1,1
"direct",,"Apiacá",1,1
"search","google","Dietikon",1,1
"social","instagram","Ottmarsheim",1,1
"search","google","La Tour-du-Pin",1,1
"search","google","Escosse",1,1
"direct",,"Salbris",1,1
"search","google","Port Leucate",1,1
"social","facebook","Neufchâtel-en-Bray",1,1
"search","google","Pamiers",1,1
"direct",,"Byron",1,1
"social","instagram","Sainte-Julie",1,1
"search","google","Boulleville",1,1
"direct",,"Hanover Park",1,1
"social","facebook","Osaka",1,1
"direct",,"Bœrsch",1,1
"social","instagram","Roissy-en-Brie",1,1
"search","google","Orbec",1,1
"direct",,"Munich",1,1
"search","google","Heredia",1,1
"social","instagram","Pont-Saint-Pierre",1,1
"direct",,"Salzburg",1,1
"social","instagram","Bouzonville",1,1
"search","google","Saint-Genest-Lerpt",1,1
"search","google","Ballan-Miré",1,1
"search","google","Saint-Colomban",1,1
"social","instagram","Condom",1,1
"direct",,"Boa Viagem",1,1
"unknown","mesenvies","Romans-sur-Isère",1,1
"direct",,"Bertrix",1,1
"direct",,"Wenatchee",1,1
"social","instagram","Saint-Jean-de-Braye",1,1
"search","google","Larche",1,1
"social","instagram","Marly",1,1
"social","instagram","Le Thou",1,1
"direct",,"Vitry-le-François",1,1
"search","google","Izmir",1,1
"social","facebook","Furiani",1,1
"social","instagram","Rugles",1,1
"social","facebook","Beauregard-Vendon",1,1
"social","instagram","Trémentines",1,1
"direct",,"São José do Norte",1,1
"direct",,"São João do Paraíso",1,1
"social","facebook","Lourches",1,1
"search","google","Sliema",1,1
"direct",,"Dartmouth",1,1
"social","instagram","Fourmies",1,1
"social","facebook","Saint-Galmier",1,1
"direct",,"Gizzeria",1,1
"social","facebook","Portes-en-Valdaine",1,1
"direct",,"Longueuil",1,1
"direct",,"Hussigny-Godbrange",1,1
"social","instagram","Saint-Gildas-des-Bois",1,1
"search","google","Malville",1,1
"search","google","Saint-Amarin",1,1
"direct",,"Kuzhutki",1,1
"social","instagram","Chailles",1,1
"search","google","Tourlaville",1,1
"search","google","Taipei",1,1
"direct",,"Great Lakes",1,1
"direct",,"La Possession",1,1
"direct",,"Cao Bằng",1,1
"social","instagram","Doudeville",1,1
"search","google","Contrexéville",1,1
"direct",,"Byblos",1,1
"direct",,"Dalcahue",1,1
"social","instagram","Rion-des-Landes",1,1
"direct",,"Seabra",1,1
"search","google","Linas",1,1
"direct",,"A Coruña",1,1
"direct",,"Beberibe",1,1
"direct",,"Rodeiro",1,1
"direct",,"League City",1,1
"direct",,"Água Branca",1,1
"direct",,"Paragominas",1,1
"social","facebook","Beaufou",1,1
"search","google","Buxeuil",1,1
"direct",,"Ilha de Itamaracá",1,1
"social","instagram","Guitinières",1,1
"direct",,"Canudos",1,1
"direct",,"Carmichael",1,1
"direct",,"Lake Forest",1,1
"search","google","Callian",1,1
"social","instagram","Parentis-en-Born",1,1
"direct",,"Cícero Dantas",1,1
"direct",,"Rondon do Pará",1,1
"search","google","Fraisse",1,1
"direct",,"Conceição do Castelo",1,1
"direct",,"Sevran",1,1
"direct",,"Boise",1,1
"social","instagram","Mignovillard",1,1
"direct",,"Neuves-Maisons",1,1
"direct",,"Hingham",1,1
"search","duckduckgo","Phoenix",1,1
"direct",,"Olney",1,1
"direct",,"Cássia",1,1
"social","facebook","Bellegarde-sur-Valserine",1,1
"direct",,"Saint-Vincent-de-Tyrosse",1,1
"search","google","Savigny-le-Temple",1,1
"direct",,"Amambai",1,1
"social","facebook","Aubignan",1,1
"direct",,"Yuma",1,1
"direct",,"Novinger",1,1
"direct",,"Chilecito",1,1
"social","facebook","Champigny",1,1
"social","instagram","Hasnon",1,1
"search","google","Cordemais",1,1
"direct",,"Maslives",1,1
"direct",,"Pirapetinga",1,1
"direct",,"Elói Mendes",1,1
"unknown","mesenvies","Grand-Couronne",1,1
"direct",,"La Destrousse",1,1
"direct",,"Anglet",1,1
"search","google","Monterfil",1,1
"direct",,"Campinas do Sul",1,1
"search","google","Ville-Marie",1,1
"direct",,"Coeur d'Alene",1,1
"social","facebook","Tignieu",1,1
"search","google","Bilbao",1,1
"social","instagram","Bédarrides",1,1
"direct",,"Traverse City",1,1
"direct",,"Hengshui",1,1
"direct",,"General Escobedo",1,1
"direct",,"Santaluz",1,1
"search","google","Châteauneuf-de-Gadagne",1,1
"search","google","Bressols",1,1
"direct",,"Desterro",1,1
"direct",,"Arara",1,1
"search","google","Dergneau",1,1
"social","instagram","Saint-Amand-Montrond",1,1
"unknown","chatgpt","Halluin",1,1
"social","facebook","Sainte-Maxime",1,1
"social","instagram","La Châtre",1,1
"direct",,"Hudson Falls",1,1
"search","google","Seefeld in Tirol",1,1
"social","facebook","La Gouesnière",1,1
"social","instagram","Taverny",1,1
"search","google","Cercié",1,1
"social","instagram","Joncourt",1,1
"search","google","Pleudihen-sur-Rance",1,1
"social","instagram","Panama City",1,1
"direct",,"Lallaing",1,1
"direct",,"Liffré",1,1
"search","google","Nevers",1,1
"search","google","Ricarville",1,1
"social","facebook","Allondrelle",1,1
"direct",,"São Vicente de Minas",1,1
"social","facebook","Claye-Souilly",1,1
"social","facebook","La Mouche",1,1
"social","facebook","Les Lucs-sur-Boulogne",1,1
"search","google","Oulins",1,1
"search","google","Villetoureix",1,1
"search","google","Neuvic",1,1
"social","instagram","La Grigonnais",1,1
"direct",,"Bucak",1,1
"direct",,"Vladikavkaz",1,1
"direct",,"Itatim",1,1
"direct",,"Feira da Mata",1,1
"social","facebook","Vierzon",1,1
"social","instagram","Valdahon",1,1
"direct",,"Vasles",1,1
"direct",,"Pedro II",1,1
"social","instagram","Briec",1,1
"search","google","Hondeghem",1,1
"social","instagram","Belleneuve",1,1
"direct",,"Quận Ba",1,1
"direct",,"Bayeux",1,1
"social","instagram","Leeds",1,1
"direct",,"Curicó",1,1
"social","facebook","Lumbres",1,1
"search","google","Les Rosiers-sur-Loire",1,1
