"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout"
"Product","/products/xmas-carol-sheet-greetings-card",1,1,0,0
"Product","/products/bouteille-isotherme-500ml-hermione-polynectar",1,1,0,0
"Product","/products/carte-serpentard-gaelle-levalet",1,1,0,0
"Collection","/collections/artisanat-pins-et-porte-cles",1,1,0,0
"Product","/products/panneau-metal-sorciers-bienvenus",1,1,0,0
"Custom Page","/pages/avada-sitemap-blogs",1,1,0,0
"Collection","/collections/harry-potter-vetements-echarpes/bonnets-et-gants+cravates",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/bonnets-et-gants+robes-de-sorciers",1,1,0,0
"Collection","/collections/harry-potter-papeterie-trousses/poufsouffle",1,1,0,0
,"/boutique/papeterie/stylos-et-sceaux/stylo-baguette-marque-page-rogue",1,1,0,0
,"/boutique/maison-et-accessoires/mugs-et-verres/mug-heat-change-460-ml-expecto",1,1,0,0
"Product","/products/tote-bag-le-trio",1,1,0,0
"Collection","/collections/tous-les-produits/body-et-t-shirts+serdaigle",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-accessoires-et-maroquinerie/0-20",1,1,0,0
"Collection","/collections/harry-potter-figurines-et-peluches/creatures-magiques+20-40",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-accessoires-et-maroquinerie-porte-cles",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/bonnets-et-gants+poufsouffle",1,1,0,0
,"/boutique/papeterie/cartes/carte-2-volets-tapisserie-famille-black",1,1,0,0
"Product","/products/chaussette-de-noel-geante-serdaigle",1,1,0,0
"Checkout","/checkouts/cn/Z2NwLWV1cm9wZS13ZXN0NDowMUpWSEdaNjFWNlpSRVMzQTkwUjhOQ0RESw/shipping",1,1,0,1
"Collection","/collections/seigneur-des-anneaux-bijoux-colliers",1,1,0,0
"Checkout","/checkouts/cn/Z2NwLWV1cm9wZS13ZXN0NDowMUpYQVlDNkFXOVZFRk41SFc2OTkzVlhSUA/information",1,1,0,1
,"/boutique/maison-et-accessoires/mugs-et-verres/bouteille-350ml-hedwige",1,1,0,0
"Collection","/collections/harry-potter-friandises-sucreries",1,1,0,0
"Product","/products/chaussette-de-noel-geante-serpentard",1,1,0,0
"Checkout","/checkouts/cn/hWN6Z0GPYdVGQ6uKbltdKDVT/fr-fr/payment",1,1,0,1
"Product","/products/figurine-retour-a-poudlard-drago",1,1,0,0
,"/boutique/maison-et-accessoires/mugs-et-verres/mug-the-boy-who-lived",1,1,0,0
"Product","/products/fondant-de-cire-sorbet-citron",1,1,0,0
"Collection","/collections/papeterie-stickers",1,1,0,0
,"/boutique/maison-et-accessoires/cuisine/lot-de-decorations-pour-96-cupcakes",1,1,0,0
"Collection","/collections/tous-les-produits/accessoires",1,1,0,0
"Collection","/collections/harry-potter-vetements-echarpes/40-60+robes-de-sorciers",1,1,0,0
"Product","/products/plumes-dhippogriffe-orpiment",1,1,0,0
"Collection","/collections/harry-potter-bijoux/boucles-doreilles",1,1,0,0
"Product","/products/decoration-sapin-vif-dor",1,1,0,0
"Checkout","/checkouts/cn/hWN4nGdhbNXK6FDlskGif2CR/fr-fr/information",1,1,1,1
"Collection","/collections/harry-potter-papeterie-livres/serdaigle+0-20",1,1,0,0
"Checkout","/checkouts/cn/hWN9duo0qpy7KGxqGA0qr8WB/fr-fr/information",1,1,1,1
"Collection","/collections/harry-potter-accessoires-et-maroquinerie-porte-cles/serdaigle",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/robes-de-sorciers+echarpes+40-60+poufsouffle+chaussettes",1,1,0,0
"Product","/products/vase-livre-romantique",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-papeterie-stickers",1,1,0,0
"Checkout","/checkouts/cn/hWN63wADY1yb9Qw3naQbH1KV/fr-fr/information",1,1,0,1
"Collection","/collections/harry-potter-vetements-cravates/poufsouffle",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations-suspensions/serdaigle",1,1,0,0
"Collection","/collections/inspiration-light-academia/harry-potter+0-20",1,1,0,0
,"/boutique/bijoux/badges-et-pins/6-badges-pour-enfants-anniversaire-harry-potter",1,1,0,0
"Collection","/collections/tous-les-produits/poufsouffle+marque-pages",1,1,0,0
"Collection","/collections/tous-les-produits/40-60+objets-decos",1,1,0,0
"Product","/products/baguette-magique-boite-ollivander-nicolas-flamel",1,1,0,0
"Collection","/collections/harry-potter-bijoux-colliers/20-40",1,1,0,0
"Collection","/collections/harry-potter-bijoux-badges-et-pins/gryffondor",1,1,0,0
,"/boutique/jeux-et-puzzles/jeu-de-cartes-a-jouer-serdaigle",1,1,0,0
"Collection","/collections/harry-potter-bijoux/poufsouffle",1,1,0,0
"Checkout","/orders/ade2390d1e11f9e2fd3a08fbf8c06838",1,1,0,0
"Product","/products/boite-dartefacts-harry-potter",1,1,0,0
,"/boutique/vetements/cravates/cravate-serdaigle-logo-tisse-harry-potter",1,1,0,0
,"/boutique/maison-et-accessoires/porte-cles/porte-cles-diademe-de-serdaigle",1,1,0,0
"Collection","/collections/nouveautes/60-100",1,1,0,0
,"/produit/baguette-harry-potter-et-carte-du-maraudeur-blister/",1,1,0,0
"Checkout","/checkouts/cn/hWN69SvTeocy0BfiwJ2KZn2R/fr-fr/information",1,1,0,1
"Product","/products/porte-cles-stupefix",1,1,0,0
"Collection","/collections/harry-potter-figurines-et-peluches-autres/20-40+autres",1,1,0,0
"Collection","/collections/botanique-et-soins-aux-creatures-magiques/peluches",1,1,0,0
"Collection","/collections/harry-potter-papeterie-1/livres+serdaigle",1,1,0,0
"Product","/products/tec-a4stal",1,1,0,0
"Product","/products/poster-le-cirque-arcanus",1,1,0,0
"Product","/products/fondant-de-cire-larmes-de-sirene",1,1,0,0
"Collection","/collections/harry-potter-papeterie-1/serdaigle",1,1,0,0
,"/boutique/maison-et-accessoires/porte-cles/porte-cles-dobby",1,1,0,0
"Collection","/collections/harry-potter-decorations-objets-decos/serpentard+0-20",1,1,0,0
"Product","/products/pez-harry-potter-friends",1,1,0,0
,"/boutique/bijoux/boucles-doreilles/set-boucles-doreilles-plateform-9-3-4-lettre-et-hedwige-re",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/echarpes+serdaigle",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-vetements/Capes",1,1,0,0
,"/boutique/maison-et-accessoires/mugs-et-verres/bouteille-350ml-serpentard",1,1,0,0
"Collection","/collections/nouveautes/0-20+potions",1,1,0,0
"Collection","/collections/botanique-et-soins-aux-creatures-magiques/vaisselle",1,1,0,0
"Checkout","/checkouts/cn/hWN0wOV8goyp6M0FFX5fptnm/information",1,1,1,1
"Product","/products/decoration-a-suspendre-bieraubeurre",1,1,0,0
"Collection","/collections/harry-potter-jeux-et-puzzles-jeux/60-100",1,1,0,0
"Collection","/collections/botanique-et-soins-aux-creatures-magiques/20-40",1,1,0,0
,"/boutique/vetements/accessoires/chouchou-pour-cheveux-plateforme-9-3-4",1,1,0,0
"Collection","/collections/nouveautes/stylos-et-sceaux",1,1,0,0
"Checkout","/checkouts/cn/hWN6Qgkhq08kPvJ2qSNWbDJz/fr-fr/information",1,1,0,1
,"/boutique/maison-et-accessoires/sacs-et-porte-monnaies/sac-dos-patches",1,1,0,0
,"/produit/lot-3-paires-de-chaussettes-poufsouffle-du-37-au-46/",1,1,0,0
"Product","/products/ouvre-lettres-hadhafang",1,1,0,0
"Product","/products/decoration-noel-harry-potter-saule-cogneur-led",1,1,0,0
"Collection","/collections/harry-potter-peluches/les-animaux-fantastiques",1,1,0,0
"Collection","/collections/nouveautes/20-40",1,1,0,0
"Collection","/collections/harry-potter-cuisine-mugs-et-verres/0-20",1,1,0,0
"Collection","/collections/harry-potter-vetements-bonnets-et-gants/poufsouffle",1,1,0,0
"Product","/products/porte-monnaie-relique-de-la-mort",1,1,0,0
,"/boutique/papeterie/posters/poster-tapisserie-de-la-famille-black",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-accessoires-et-maroquinerie-parapluies",1,1,0,0
"Collection","/collections/tous-les-produits/trousses+gryffondor",1,1,0,0
"Checkout","/checkouts/cn/hWN2qnWESsiqbIfwNNfyzJRr/fr-fr/information",1,1,0,1
,"/produit/set-enfants-gants-tactiles-bonnet-gryffondor/",1,1,0,0
"Product","/products/coussin-en-velours-ecureuil",1,1,0,0
"Collection","/collections/harry-potter-maison-et-accessoires",1,1,0,0
,"/boutique/pieces-de-collection/carte-de-la-terre-du-milieu",1,1,0,0
,"/boutique/papeterie/carnets/carnet-rigide-et-marque-page-blason-de-serdaigle",1,1,0,0
"Collection","/collections/botanique-et-soins-aux-creatures-magiques/mugs-et-verres",1,1,0,0
"Product","/products/set-de-4-boules-de-noel-maisons-de-poudlard",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-bijoux-badges-et-pins",1,1,0,0
"Collection","/collections/harry-potter-jeux-et-puzzles-booknook/booknook",1,1,0,0
,"/categorie-produit/vetements/accessoires/",1,1,0,0
"Collection","/collections/meilleures-ventes-1/60-100+harry-potter",1,1,0,0
,"/produit/tablier-poufsouffle/",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-accessoires-et-maroquinerie/40-60",1,1,0,0
"Collection","/collections/nouveautes/baguettes-magiques+harry-potter+60-100",1,1,0,0
"Collection","/collections/harry-potter-vetements-echarpes/40-60+bonnets-et-gants",1,1,0,0
,"/categorie-produit/pins-et-porte-cles/",1,1,0,0
"Collection","/collections/tous-les-produits/trousses",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations/decorations-murales",1,1,0,0
"Collection","/collections/tous-les-produits/robes-de-sorciers+gryffondor+cravates",1,1,0,0
"Collection","/collections/harry-potter-cuisine/mugs-et-verres+0-20",1,1,0,0
"Collection","/collections/meilleures-ventes-1/60-100+seigneur-des-anneaux",1,1,0,0
,"/boutique/maison-et-accessoires/sacs-et-porte-monnaies/sac-en-toile-the-daily-prophet",1,1,0,0
"Collection","/collections/meilleures-ventes-1/100-et-plus",1,1,0,0
,"/categorie-produit/papeterie/stylos-et-sceaux",1,1,0,0
"Product","/products/creatures-magiques-demiguise",1,1,0,0
"Collection","/collections/tous-les-produits/suspensions",1,1,0,0
"Collection","/collections/baguettes-magiques-baguettes-personnages",1,1,0,0
,"/boutique/maison-et-accessoires/mugs-et-verres/mug-320-ml-sinistros",1,1,0,0
"Product","/products/stickers-professeurs-de-poudlard",1,1,0,0
"Collection","/collections/papeterie-marque-page",1,1,0,0
"Collection","/collections/harry-potter-papeterie-1/marque-pages+poufsouffle",1,1,0,0
"Collection","/collections/harry-potter-decorations-decorations-murales-1/0-20+poufsouffle",1,1,0,0
"Collection","/collections/nouveautes/parapluies",1,1,0,0
"Product","/products/decoration-sapin-gryffindor",1,1,0,0
"Collection","/collections/harry-potter-accessoires-et-maroquinerie/serpentard+sacs-et-pochettes",1,1,0,0
"Product","/products/harry-potter-pop-movies-vinyl-figurine-ron-weasley-10-cm",1,1,0,0
"Product","/products/carte-postale-fees-lectrices",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/20-40+bonnets-et-gants",1,1,0,0
"Collection","/collections/baguettes-magiques/presentoirs",1,1,0,0
,"/boutique/figurines/pop/figure-pop-n32-harry-potter-with-prophecy",1,1,0,0
"Collection","/collections/maison-et-accessoires-sacs-et-porte-monnaies/harry-potter+gryffondor",1,1,0,0
"Collection","/collections/harry-potter-cuisine-mugs-et-verres/40-60",1,1,0,0
,"/boutique/bijoux/badges-et-pins/pins-ministere-de-la-magie",1,1,0,0
"Collection","/collections/harry-potter-bijoux-colliers/serdaigle",1,1,0,0
,"/boutique/papeterie/stickers/ensemble-de-55-stickers-harry-potter",1,1,0,0
"Collection","/collections/tous-les-produits/plaids-et-coussins+gryffondor+peluches",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-pieces-de-collection/20-40",1,1,0,0
"Collection","/collections/harry-potter-figurines-et-peluches-pop/0-20",1,1,0,0
"Collection","/collections/nouveautes/baguettes-ollivander",1,1,0,0
"Checkout","/checkouts/o/e7b89d997c80cba17686c2642be4d4d6/fr-fr/payment",1,1,0,0
"Product","/products/cahier-ligne-a5-pensees-magiques",1,1,0,0
"Collection","/collections/vetements-chaussettes",1,1,0,0
"Product","/products/pins-anneau",1,1,0,0
,"/boutique/baguettes-magiques/presentoirs/collection-des-baguettes-weasley",1,1,0,0
"Collection","/collections/harry-potter-papeterie-trousses/serdaigle",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/echarpes+robes-de-sorciers",1,1,0,0
"Product","/products/portefeuille-premium-anneau-unique",1,1,0,0
"Product","/products/pipe-de-bilbon-sacquet",1,1,0,0
"Collection","/collections/vetements-cravates/poufsouffle+20-40",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/echarpes+bonnets-et-gants",1,1,0,0
"Collection","/collections/harry-potter-cuisine/serpentard+serdaigle",1,1,0,0
"Checkout","/checkouts/cn/Z2NwLWV1cm9wZS13ZXN0NDowMUpWSEdaNjFWNlpSRVMzQTkwUjhOQ0RESw/information",1,1,0,1
"Product","/products/plaid-fluffy-creatures-mystiques-potions",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations/Suspensions",1,1,0,0
"Collection","/collections/harry-potter-vetements-pulls/pulls+40-60",1,1,0,0
"Product","/products/poster-armoiries-de-hogwarts",1,1,0,0
,"/boutique/papeterie/marque-page/marque-page-reliques-de-la-mort",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-suspensions/noel",1,1,0,0
"Collection","/collections/harry-potter-pieces-de-collection-1/poufsouffle",1,1,0,0
"Collection","/collections/nouveautes/serre-livres",1,1,0,0
,"/boutique/papeterie/etui-universel-pour-liseuse-poudlard",1,1,0,0
"Product","/products/stickers-lenticulaires",1,1,0,0
"Collection","/collections/harry-potter-friandises-1/0-20",1,1,0,0
"Collection","/collections/harry-potter-maison-et-accessoires/20-40",1,1,0,0
"Collection","/collections/botanique-et-soins-aux-creatures-magiques/objets-decos+beaute",1,1,0,0
"Collection","/collections/papeterie-livres",1,1,0,0
"Product","/products/lithographie-gryffindor-36-x-28-cm",1,1,0,0
"Collection","/collections/harry-potter-figurines-et-peluches-autres/peluches",1,1,0,0
"Collection","/collections/tous-les-produits/stickers+0-20+magnets",1,1,0,0
"Product","/products/marque-page-metal-blason-de-serpentard",1,1,0,0
"Collection","/collections/harry-potter-decorations/0-20+poufsouffle",1,1,0,0
"Collection","/collections/harry-potter-papeterie-livres/livres",1,1,0,0
,"/boutique/maison-et-accessoires/mugs-et-verres/mug-gryffindor",1,1,0,0
"Collection","/collections/tous-les-produits/gryffondor+bonnets-et-gants",1,1,0,0
"Product","/products/sac-mystere-modele-3",1,1,0,0
"Product","/products/stylo-baguette-albus-dumbledore-et-support",1,1,0,0
"Collection","/collections/maison-et-accessoires-mugs-et-verres",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/pulls+gryffondor",1,1,0,0
"Collection","/collections/harry-potter-papeterie-trousses/trousses",1,1,0,0
"Collection","/collections/univers-enchante-et-artisanat/60-100",1,1,0,0
"Product","/products/le-seigneur-des-anneaux-tome-2-les-deux-tours",1,1,0,0
,"/boutique/jeux-et-puzzles/poudlard-tour-de-lhorloge-puzzle-3d-wrebbit",1,1,0,0
,"/boutique/papeterie/livres/harry-potter-a-lecole-des-sorciers-minalima",1,1,0,0
"Collection","/collections/tous-les-produits/echarpes",1,1,0,0
"Checkout","/checkouts/cn/hWN23eA5TLttEzgp0WyZsR6Z/review",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-papeterie-posters",1,1,0,0
"Collection","/collections/tous-les-produits/colliers+20-40",1,1,0,0
,"/boutique/vetements/t-shirts/t-shirt-tournoi-des-3-sorciers-cedric-diggory",1,1,0,0
,"/categorie-produit/papeterie/stickers",1,1,0,0
,"/boutique/maison-et-accessoires/mugs-et-verres/bouteille-isotherme-500ml-conte-des-trois-frres",1,1,0,0
"Product","/products/bougie-salle-commune-de-la-loyaute",1,1,0,0
"Blog Index","/blogs/news/tagged/harry-potter",1,1,0,0
"Collection","/collections/harry-potter-baguettes-magiques-baguettes-ollivander",1,1,0,0
"Collection","/collections/harry-potter-vetements-bonnets-et-gants/cravates",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-noel/noel",1,1,0,0
"Product","/products/decoration-a-suspendre-en-forme-de-dragon-pentagramme",1,1,0,0
"Product","/products/xm9735",1,1,0,0
"Product","/products/006428",1,1,0,0
,"/boutique/maison-et-accessoires/sacs-et-porte-monnaies/tote-black-bag-dobby-is-free",1,1,0,0
"Collection","/collections/harry-potter-baguettes-magiques-baguettes-personnages/baguettes-personnages+poufsouffle",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations/objets-decos",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/bonnets-et-gants",1,1,0,0
,"/boutique/artisanat/papeterie-artisanat/tirage-a4-les-petits-pas-du-nord-gaelle-levalet",1,1,0,0
,"/account/reset/7843227238733/06d2007dc82c8aeb5514d8690a33b42c-1764521701",1,1,0,0
,"/boutique/papeterie/carnets/cahier-effet-3d-hermione-potion",1,1,0,0
"Product","/products/pins-luna-lovegood",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-objets-decos/noel",1,1,0,0
"Collection","/collections/tous-les-produits/harry-potter+pulls",1,1,0,0
"Checkout","/checkouts/cn/hWN73q2eXgflcfzjoqb3Jit9/fr-fr/information",1,1,0,1
"Collection","/collections/seigneur-des-anneaux-bijoux-colliers/20-40",1,1,0,0
"Collection","/collections/harry-potter-papeterie-stylos-et-sceaux/stylos-et-sceaux+stickers",1,1,0,0
"Collection","/collections/botanique-et-soins-aux-creatures-magiques/livres+0-20",1,1,0,0
,"/boutique/papeterie/carnets/cahier-a5-quidditch",1,1,0,0
,"/boutique/maison-et-accessoires/porte-cles/porte-cles-harry-potter",1,1,0,0
"Blog Index","/blogs/lactualite-de-la-muchette/tagged/actualites",1,1,0,0
"Product","/products/pack-3-produits-carte-du-maraudeur",1,1,0,0
"Collection","/collections/vetements-cravates/harry-potter+0-20+serdaigle",1,1,0,0
"Product","/products/set-de-calligraphie-4-pieces",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-jeux-et-puzzles-jeux",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-suspensions",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/echarpes+serpentard",1,1,0,0
,"/boutique/peluches/petite-peluche-dobby",1,1,0,0
"Collection","/collections/harry-potter-bijoux-montres",1,1,0,0
,"/boutique/maison-et-accessoires/decorations/set-de-4-magnets-affiches-wanted",1,1,0,0
"Collection","/collections/harry-potter-vetements-bonnets-et-gants/0-20",1,1,0,0
"Checkout","/checkouts/cn/hWN4wVgPTiWa1NTWjHhjpmJH/fr-fr/information",1,1,0,1
,"/boutique/papeterie/carnets/carnet-serpentard-128-pages",1,1,0,0
"Product","/products/bougie-salle-commune-de-lambition",1,1,0,0
,"/boutique/papeterie/livres/harry-potter-et-le-prisonnier-dazkaban-serdaigle",1,1,0,0
"Collection","/collections/harry-potter-papeterie-1/trousses+0-20",1,1,0,0
"Collection","/collections/papeterie-stylos-et-sceaux",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/echarpes",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-decorations-murales/decorations-murales+0-20",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-suspensions/20-40",1,1,0,0
"Collection","/collections/tous-les-produits/60-100",1,1,0,0
"Collection","/collections/harry-potter-decorations-objets-decos/noel",1,1,0,0
,"/categorie-produit/soldes",1,1,0,0
"Collection","/collections/bijoux-badges-et-pins/les-animaux-fantastiques+serdaigle+0-20",1,1,0,0
"Product","/products/porte-monnaie-lencyclopedie-des-potions",1,1,1,0
"Checkout","/checkouts/cn/Z2NwLWV1cm9wZS13ZXN0NDowMUpWSEdaNjFWNlpSRVMzQTkwUjhOQ0RESw/stock-problems",1,1,0,1
"Collection","/collections/seigneur-des-anneaux-accessoires-et-maroquinerie-porte-cles/porte-cles",1,1,0,0
"Collection","/collections/nouveautes/0-20+papeterie+serpentard",1,1,0,0
"Product","/products/potion-sang-de-dragon-tales-of",1,1,0,0
,"/boutique/papeterie/livres/harry-potter-et-lordre-du-phenix-serdaigle",1,1,0,0
,"/boutique/bijoux/colliers-et-pendentifs/collier-stupefix",1,1,0,0
"Checkout","/checkouts/cn/hWN3D4AXMVPGODkLsKtTo56R/fr-fr/shipping",1,1,0,1
"Product","/products/ehp000235",1,1,0,0
,"/boutique/jeux-et-puzzles/jeu-de-cartes-a-jouer-wizarding-world",1,1,0,0
"Product","/products/banniere-murale-gryffondor",1,1,0,0
"Collection","/collections/harry-potter-cuisine-mugs-et-verres/serdaigle+0-20",1,1,0,0
"Collection","/collections/harry-potter-jeux-et-puzzles-1/gryffondor",1,1,0,0
"Collection","/collections/nouveautes/stickers",1,1,0,0
"Product","/products/triangle-relique-de-la-mort",1,1,0,0
"Collection","/collections/papeterie-stickers/0-20",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/echarpes+poufsouffle",1,1,0,0
"Collection","/collections/tous-les-produits/poufsouffle+robes-de-sorciers",1,1,0,0
,"/boutique/vetements/robes-de-sorciers/pack-vetements-6-pieces-serpentard",1,1,0,0
"Checkout","/checkouts/cn/hWN4u8F9sBNrPENAFuobk6mh/fr-fr/information",1,1,1,1
"Collection","/collections/tous-les-produits/livres",1,1,0,0
,"/boutique/papeterie/stylos-et-sceaux/stylo-choixpeau",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/robes-de-sorciers+40-60",1,1,0,0
"Product","/products/plaque-suspendue-flying-lesson",1,1,0,0
,"/produit/collier-fumseck-plaque-or-rose/",1,1,0,0
"Collection","/collections/harry-potter-papeterie-livres/les-animaux-fantastiques",1,1,0,0
"Product","/products/cape-dinvisibilite-version-standard",1,1,0,0
"Product","/products/fondant-de-cire-mort-vivante",1,1,0,0
"Collection","/collections/harry-potter-jeux-et-puzzles",1,1,0,0
,"/boutique/maison-et-accessoires/cuisine/tablier-gryffondor",1,1,0,0
"Collection","/collections/harry-potter-cuisine/mugs-et-verres+0-20+20-40",1,1,0,0
"Product","/products/stylo-dobby-lelfe-de-maison",1,1,0,0
,"/boutique/bijoux/colliers-et-pendentifs/collier-hermione-granger",1,1,0,0
,"/boutique/vetements/bonnets-et-gants/set-enfant-gants-tactiles-bonnet-serdaigle",1,1,0,0
"Product","/products/pins-prefet-serpentard",1,1,0,0
"Collection","/collections/artisanat-et-curiosites/papeterie",1,1,0,0
"Product","/products/cahier-ligne-a5-divination",1,1,0,0
,"/boutique/figurines/autres/figurine-ron-weasley",1,1,0,0
"Checkout","/checkouts/cn/hWN9jN6m5Ag7xAiiHrxHyMo2/fr-fr/information",1,1,0,1
"Password","/password",1,1,0,0
"Collection","/collections/nouveautes/bijoux+20-40",1,1,0,0
"Collection","/collections/artisanat-et-curiosites/bougies",1,1,0,0
,"/boutique/papeterie/set-papeterie-school-of-wizardry",1,1,0,0
"Product","/products/badge-weasleys-wizard-wheezes-minalima",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations/20-40",1,1,0,0
,"/boutique/maison-et-accessoires/sacs-et-porte-monnaies/porte-monnaie-vif-dor-2",1,1,0,0
"Product","/products/hpbb20",1,1,1,1
"Collection","/collections/all/harry-potter",1,1,0,0
"Collection","/collections/harry-potter-bijoux-colliers/0-20",1,1,0,0
"Product","/products/pop-movies-vinyl-figurine-neville-w-monster-book-9-cm",1,1,0,0
,"/produit/set-de-papeteries-des-maisons-de-poudlard/",1,1,0,0
,"/produit/baguette-magique-boite-ollivander-queenie-goldstein/",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-papeterie/posters+0-20",1,1,0,0
"Collection","/collections/papeterie-livres/gryffondor+harry-potter",1,1,0,0
"Collection","/collections/noel/noel+serpentard+0-20",1,1,0,0
"Collection","/collections/harry-potter-vetements-bonnets-et-gants/serdaigle",1,1,0,0
"Collection","/collections/harry-potter-decorations/60-100",1,1,0,0
"Product","/products/montre-gryffondor",1,1,0,0
"Product","/products/fondants-de-cire-petits-fantomes",1,1,0,0
"Checkout","/checkouts/cn/hWN4hllEj4lrcagnqiUKWx6Z/fr-fr/information",1,1,0,1
,"/categorie-produit/papeterie/livres/",1,1,0,0
"Collection","/collections/harry-potter-baguettes-magiques-presentoirs/serpentard",1,1,0,0
"Collection","/collections/tous-les-produits/baguettes-ollivander",1,1,0,0
"Product","/products/panneau-metal-lettre-dacceptation-21-x-15-cm",1,1,0,0
"Product","/products/petite-peluche-pattenrond",1,1,1,1
"Product","/products/marque-page-jde-cerf-1",1,1,0,0
"Checkout","/checkouts/cn/hWN3AbyibjtUGQULSafQZiWk/fr-fr/payment",1,1,0,1
,"/produit/sac-de-sport-quidditch-navy-white/",1,1,0,0
,"/boutique/papeterie/carnets/journal-a-history-of-magic",1,1,0,0
"Product","/products/pins-dobby",1,1,0,0
"Collection","/collections/tous-les-produits/boissons",1,1,0,0
"Product","/products/marque-page-vitrail-chevalier-et-son-bouquet",1,1,0,0
"Product","/products/poster-affiche-film-roul-film-91-5x61",1,1,0,0
,"/boutique/papeterie/cartes/carte-i-love-you-my-precious",1,1,0,0
,"/produit/lot-de-3-badges-weasley/",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-vetements-echarpes",1,1,0,0
,"/boutique/maison-et-accessoires/porte-cles/porte-cles-peluche-luna-lovegood",1,1,0,0
,"/boutique/maison-et-accessoires/mugs-et-verres/mug-de-noel-poudlard",1,1,0,0
,"/boutique/bijoux/badges-et-pins/pins-reliques-de-la-mort",1,1,0,0
"Collection","/collections/nouveautes/60-100+presentoirs",1,1,0,0
"Collection","/collections/harry-potter-decorations-suspensions/serpentard+poufsouffle+suspensions",1,1,0,0
,"/produit/creatures-magiques-gobelin-de-gringotts/",1,1,0,0
"Product","/products/marque-page-transparent-always",1,1,1,1
"Collection","/collections/harry-potter-cuisine/gryffondor+0-20",1,1,0,0
"Product","/products/lot-3-paires-de-chaussettes-quidditch-hogwarts-taille-unique-d",1,1,0,0
"Collection","/collections/meilleures-ventes-1/serdaigle+harry-potter+20-40",1,1,0,0
"Collection","/collections/harry-potter-accessoires-et-maroquinerie-sacs-et-pochettes/serdaigle",1,1,0,0
,"/boutique/papeterie/cartes/carte-2-volets-plantes-aquatiques",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-papeterie/serre-livres+0-20",1,1,0,0
,"/boutique/papeterie/livres/harry-potter-destination-gryffondor",1,1,0,0
,"/boutique/papeterie/cartes/lot-de-20-cartes-postales-les-couvertures-de-livres-de-poudlard",1,1,0,0
,"/account/reset/9316151198029/9e72eda1f9d47681ad34cf5a7450d25a-1777533363",1,1,0,0
"Collection","/collections/tous-les-produits/bonnets-et-gants+serdaigle",1,1,0,0
,"/boutique/pieces-de-collection/boule-de-cristal-de-divination",1,1,0,0
"Product","/products/pack-uniforme-gryffondor-complet-6-pieces-harry-potter",1,1,0,0
"Checkout","/checkouts/cn/hWN4ut0ZxTegAgFgicfgbOS6/fr-be/information",1,1,0,1
"Product","/products/marque-page-vitrail-lune-celeste",1,1,0,0
"Collection","/collections/papeterie-1/20-40+marque-page",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-papeterie-illustrations/stickers",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-potions/objets-decos",1,1,0,0
"Collection","/collections/maison-et-accessoires/serpentard+porte-cles+harry-potter+0-20",1,1,0,0
"Product","/products/fondant-de-cire-reve-de-niffleur",1,1,0,0
,"/boutique/figurines/pop/funko-mystery-minis-harry-potter-series-3",1,1,0,0
,"/produit/les-contes-de-beedle-le-barde-2/",1,1,0,0
,"/categorie-produit/papeterie/cartes",1,1,0,0
