"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout"
"Collection","/collections/artisanat-et-curiosites-decorations-objets-decos/decorations-murales",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-vetements-chaussettes",1,1,0,0
"Product","/products/autocollants-cartonnes-harry-potter",1,1,0,0
,"/boutique/jeux-et-puzzles/puzzle-harry-potter-et-le-prince-de-sang-mele-1000-pieces",1,1,0,0
"Product","/products/carte-postale-pique-nique",1,1,0,0
,"/boutique/jeux-et-puzzles/puzzle-hedwig-1000-pieces",1,1,0,0
"Collection","/collections/artisanat-papeterie",1,1,0,0
"Collection","/collections/bijoux/gryffondor",1,1,0,0
"Product","/products/marque-page-vitrail-licorne-et-chateau",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations-suspensions/decorations-murales+poufsouffle",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-cuisine-accessoires",1,1,0,0
"Product","/products/creatures-magiques-hedwige-figurines-harry-potter",1,1,0,0
"Product","/products/pack-vetements-6-pieces-serpentard",1,1,0,0
"Collection","/collections/harry-potter-papeterie-cartes/cartes+0-20",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations/noel+0-20",1,1,0,0
"Checkout","/checkouts/cn/hWN4ip8dVNNEK8J2UxOE7k3f/fr-fr/review",1,1,0,1
,"/produit/porte-cles-retourneur-de-temps/",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/gryffondor",1,1,0,0
"Blog Index","/blogs/lactualite-de-la-muchette/tagged/noel",1,1,0,0
"Product","/products/marque-page-vitrail-chevalier-aux-fleurs",1,1,0,0
"Product","/products/panneau-mtal-have-you-seen-this-wizard-15-x-21-cm",1,1,0,0
"Collection","/collections/harry-potter-cuisine-mugs-et-verres/poufsouffle",1,1,0,0
"Collection","/collections/harry-potter-decorations-suspensions/0-20",1,1,0,0
"Collection","/collections/meilleures-ventes-1/les-animaux-fantastiques+serdaigle+harry-potter+0-20",1,1,0,0
"Checkout","/orders/f561fc845343953057f35d8fb593f077",1,1,0,0
"Collection","/collections/harry-potter-cuisine-mugs-et-verres/gryffondor",1,1,0,0
"Checkout","/checkouts/cn/hWN49XjYOoSBkIKAIMh0R0Nf/fr-fr/information",1,1,0,1
"Collection","/collections/harry-potter-accessoires-et-maroquinerie/porte-monnaies+0-20",1,1,0,0
"Collection","/collections/harry-potter-cuisine-bouteilles-et-thermos/serdaigle+0-20",1,1,0,0
"Checkout","/orders/9842fb7ff5f69a430645399f8fea27af",1,1,0,0
"Collection","/collections/harry-potter-decorations-suspensions/serdaigle+decorations-murales",1,1,0,0
"Collection","/collections/harry-potter-bijoux-bracelets/bracelets",1,1,0,0
,"/boutique/vetements/accessoires/accessoires-pour-cheveux-serdaigle-classique-set-de-2",1,1,0,0
"Product","/products/mug-elfique-400ml",1,1,0,0
"Product","/products/q-posket-norbert-dragonnneau-14cm",1,1,0,0
"Product","/products/feuille-de-stickers-cottage",1,1,0,0
"Product","/products/fondant-de-cire-biere-au-beurre",1,1,0,0
"Collection","/collections/harry-potter-papeterie-stylos-et-sceaux/20-40",1,1,0,0
"Collection","/collections/harry-potter-vetements-chaussettes/chaussettes",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-accessoires-et-maroquinerie-parapluies/parapluies",1,1,0,0
"Collection","/collections/bijoux-montres/0-20",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-decorations-murales/objets-decos",1,1,0,0
"Collection","/collections/saint-valentin",1,1,0,0
"Product","/products/potion-grenouille-chocolat-blanc-orpiment",1,1,0,0
,"/produit/mug-hedwige-cotton/",1,1,0,0
"Checkout","/checkouts/cn/hWNA2AGLtiLmKXKUvyMtrS4J/fr-fr/information",1,1,0,1
"Collection","/collections/artisanat-et-curiosites-papeterie-cartes/cartes",1,1,0,0
,"/boutique/jeux-et-puzzles/puzzle-travel-posters-1000-pieces",1,1,0,0
,"/boutique/papeterie/stickers/stickers-16x11cm-2-planches-poudlard-maisons",1,1,0,0
"Product","/products/tec-a4lm",1,1,0,0
,"/boutique/peluches/petite-peluche-boursouflet-rose",1,1,0,0
"Collection","/collections/harry-potter-peluches/serpentard",1,1,0,0
"Collection","/collections/harry-potter-papeterie-stylos-et-sceaux/serpentard+0-20",1,1,0,0
"Collection","/collections/harry-potter-vetements-pulls/serdaigle",1,1,0,0
"Collection","/collections/harry-potter-decorations-decorations-murales/gryffondor",1,1,0,0
"Product","/products/bougeoir-gryffondor",1,1,0,0
,"/boutique/pieces-de-collection/oeuf-dor-taille-reelle",1,1,0,0
"Product","/products/coffret-cachets-de-cire",1,1,0,0
,"/boutique/figurines/pop/pop-hp-patronus-ron-weasley",1,1,0,0
"Collection","/collections/all/100-et-plus+gryffondor",1,1,0,0
"Product","/products/pop-rides-deluxe-harry-buckbeak-13-cm",1,1,0,0
"Product","/products/mini-suspension-hedwige",1,1,0,0
"Product","/products/collier-magicobus",1,1,0,0
"Collection","/collections/harry-potter-accessoires-et-maroquinerie/gryffondor",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-papeterie-stylos-et-sceaux",1,1,0,0
"Blog Article","/blogs/lactualite-de-la-muchette/decouverte-de-la-muchette",1,1,0,0
"Product","/products/boite-a-bonbons-maisons-de-poudlard",1,1,0,0
,"/boutique/pieces-de-collection/deluminateur-de-ron-weasley",1,1,0,0
"Collection","/collections/harry-potter-papeterie-cartes/gryffondor",1,1,0,0
"Product","/products/carte-pop-up-poudlard-express",1,1,0,0
,"/boutique/papeterie/stylos-et-sceaux/stylo-baguette-hermione-granger-et-support",1,1,0,0
"Product","/products/poster-armoiries-de-gryffindor",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-jeux-et-puzzles/Jeux",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/bonnets-et-gants+cravates",1,1,0,0
"Product","/products/mug-hibou-express-collection-doree",1,1,0,0
"Product","/products/poster-proclamation-31",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-papeterie-illustrations/illustrations",1,1,0,0
"Product","/products/sticker-vinyl-gryffondor",1,1,0,0
"Collection","/collections/tous-les-produits/stickers+0-20",1,1,0,0
,"/boutique/papeterie/cartes/lot-de-20-cartes-postales-the-daily-prophet",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations-suspensions/decorations-murales",1,1,0,0
"Collection","/collections/tous-les-produits/serpentard+carnets",1,1,0,0
"Collection","/collections/tous-les-produits/autres+20-40",1,1,0,0
,"/account/reset/9457924407629/951031ae0d97ffa8f118de679f91209e-1765224346",1,1,0,0
,"/produit/collier-potion-damour/",1,1,0,0
"Collection","/collections/harry-potter-figurines-et-peluches/gryffondor+peluches",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/bonnets-et-gants+gryffondor",1,1,0,0
"Product","/products/porte-cles-plaque-serpentard",1,1,0,0
"Collection","/collections/harry-potter-bijoux-colliers/40-60",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-papeterie-cartes/illustrations",1,1,0,0
"Collection","/collections/harry-potter-baguettes-magiques-presentoirs",1,1,0,0
"Product","/products/baguette-de-pius-thicknesse",1,1,0,0
,"/boutique/pieces-de-collection/ensemble-de-cinq-pieces-de-la-terre-du-milieu-shirepostmint",1,1,0,0
"Collection","/collections/noel/noel+cartes",1,1,0,0
,"/categorie-produit/jeux-et-puzzles",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/body-et-t-shirts",1,1,0,0
,"/produit/porte-monnaie-zip-hedwige/",1,1,0,0
"Collection","/collections/meilleures-ventes/serdaigle+20-40",1,1,0,0
"Collection","/collections/botanique-et-soins-aux-creatures-magiques/beaute",1,1,0,0
,"/boutique/vetements/chaussettes/lot-3-paires-de-chaussettes-quidditch-hogwarts-taille-unique-d",1,1,0,0
"Collection","/collections/nouveautes/illustrations",1,1,0,0
"Product","/products/pull-de-quidditch-serdaigle",1,1,0,0
"Product","/products/boite-a-bijoux-nagini",1,1,0,0
"Collection","/collections/harry-potter-papeterie-marque-pages/0-20",1,1,0,0
"Collection","/collections/harry-potter-accessoires-et-maroquinerie-porte-cles/20-40",1,1,0,0
,"/boutique/bijoux/colliers-et-pendentifs/charms-gryffondor",1,1,0,0
"Checkout","/checkouts/cn/hWN46BBJs0fsoOjkWkLasHx5/fr-fr/information",1,1,0,1
"Collection","/collections/harry-potter-papeterie-serre-livres",1,1,0,0
"Collection","/collections/maison-et-accessoires-sacs-et-porte-monnaies/0-20+gryffondor",1,1,0,0
"Product","/products/jde-ms-lp1",1,1,0,0
"Collection","/collections/harry-potter-accessoires-et-maroquinerie-sacs-et-pochettes/0-20+serdaigle",1,1,0,0
"Custom Page","/pages/avada-sitemap-pages",1,1,0,0
"Checkout","/checkouts/o/1862d08a61402e4cb974f0521d790c6b/fr-fr/payment",1,1,0,0
"Collection","/collections/harry-potter-jeux-et-puzzles-puzzles/60-100",1,1,0,0
"Collection","/collections/harry-potter-decorations-decorations-murales-1/serdaigle",1,1,0,0
"Product","/products/cahier-lumineux-you-shall-not-pass",1,1,0,0
,"/boutique/pieces-de-collection/ouvre-lettres-epee-de-gryffondor-sur-presentoir",1,1,0,0
"Product","/products/coussin-en-velours-citrouilles",1,1,0,0
,"/boutique/maison-et-accessoires/parapluies/parapluie-poufsouffle",1,1,0,0
,"/produit/baguette-magique-boite-ollivander-thesee-dragonneau/",1,1,0,0
"Product","/products/potion-baiser-mortel",1,1,0,0
,"/boutique/papeterie/carnets/carnet-poufsouffle-128-pages",1,1,0,0
"Checkout","/gift_cards/66165375190/a123a45ed341cd0967b4709132fba40d",1,1,0,0
,"/boutique/papeterie/livres/harry-potter-a-la-decouverte-de-lhistoire-de-la-magie",1,1,0,0
,"/boutique/papeterie/livres/harry-potter-et-lenfant-maudit-poche",1,1,0,0
,"/boutique/vetements/bonnets-et-gants/chapeau-detudiant-poufsouffle-harry-potter",1,1,0,0
"Product","/products/lunettes-de-luna",1,1,0,0
,"/produit/sac-shopping-platform-9-3-4/",1,1,0,0
,"/boutique/vetements/bonnets-et-gants/bonnet-gryffondor-adulte",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations/No%C3%ABl",1,1,0,0
,"/boutique/papeterie/stylos-et-sceaux/stylo-baguette-marque-page-ginny-weasley",1,1,0,0
"Product","/products/plaid-fluffy-tartan-braemar",1,1,0,0
"Product","/products/cles-de-noel-magiques",1,1,0,0
,"/produit/t-shirt-femme-dont-let-the-muggles/",1,1,0,0
"Product","/products/porte-cles-3d-anneau",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-potions/0-20",1,1,0,0
"Product","/products/marque-page-vitrail-nesta-and-cassian",1,1,0,0
"Blog Index","/blogs/lactualite-de-la-muchette/tagged/Liquid%20error%20(snippets/responsive-image%20line%2066):%20invalid%20url%20input",1,1,0,0
"Product","/products/plaque-sortilege-expelliarmus",1,1,0,0
"Collection","/collections/minalima/cartes+gryffondor",1,1,0,0
"Collection","/collections/meilleures-ventes-1/les-animaux-fantastiques",1,1,0,0
"Collection","/collections/elixir-33cl",1,1,1,0
"Checkout","/checkouts/cn/hWN5YoRQiEOHdf2CEL847mCJ/fr-fr/thank-you",1,1,0,0
"Product","/products/chaussons-deluxe-serdaigle",1,1,0,0
"Product","/products/robe-de-sorcier-serdaigle",1,1,0,0
,"/boutique/maison-et-accessoires/decorations/bougie-parfumee-poufsouffle",1,1,0,0
,"/boutique/papeterie/livres/honeydukes-un-livre-a-gratter-et-a-sentir",1,1,0,0
"Collection","/collections/nouveautes/autres",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/robes-de-sorciers+chaussettes",1,1,0,0
,"/boutique/papeterie/livres/guide-cinma-6-les-cratures",1,1,0,0
"Checkout","/gift_cards/66165375190/227b5c48e6ce73e317264521b00cf33b",1,1,0,0
"Collection","/collections/les-sacs-fable-england/60-100",1,1,0,0
,"/boutique/vetements/pulls/sweat-team-serdaigle",1,1,0,0
"Checkout","/checkouts/cn/hWN4hllEj4lrcagnqiUKWx6Z/fr-fr/thank-you",1,1,0,0
"Collection","/collections/harry-potter-vetements-cravates",1,1,0,0
"Collection","/collections/harry-potter-papeterie-1/trousses+serpentard",1,1,0,0
,"/produit/stylo-baguette-et-marque-page-lucius-malefoy/",1,1,0,0
"Product","/products/stylo-baguette-luna-lovegood-et-support",1,1,0,0
"Product","/products/tote-bag-horcruxes",1,1,0,0
,"/boutique/baguettes-magiques/presentoirs/presentoir-mural-10-baguettes",1,1,0,0
"Product","/products/map4003",1,1,0,0
"Collection","/collections/harry-potter-accessoires-et-maroquinerie-porte-monnaies/porte-monnaies+40-60",1,1,0,0
,"/produit/banniere-murale-serpentard/",1,1,0,0
"Collection","/collections/all/seigneur-des-anneaux+0-20",1,1,0,0
"Collection","/collections/harry-potter-jeux-et-puzzles-booknook",1,1,0,0
,"/boutique/baguettes-magiques/baguettes-personnages/baguette-de-grindelwald",1,1,0,0
"Collection","/collections/harry-potter-jeux-et-puzzles-puzzles/puzzles+40-60",1,1,0,0
"Product","/products/nemn-b5616t1",1,1,0,0
,"/boutique/papeterie/livres/le-quidditch-travers-les-ges-poche",1,1,0,0
"Collection","/collections/harry-potter-decorations-magnets/magnets",1,1,0,0
"Product","/products/stickers-classiques-harry-potter",1,1,0,0
"Product","/products/marque-page-vitrail-coquelicots",1,1,0,0
"Product","/products/crayons-a-papier-avec-gomme-des-maisons-de-poudlard",1,1,0,0
"Collection","/collections/tous-les-produits/badges-et-pins+serdaigle",1,1,0,0
,"/boutique/baguettes-magiques/baguettes-ollivander/baguette-magique-boite-ollivander-leta-lestrange",1,1,0,0
"Collection","/collections/harry-potter-papeterie-1/stickers+0-20",1,1,0,0
"Product","/products/stickers-3d-chemin-de-traverse",1,1,0,0
"Collection","/collections/nouveautes/mugs-et-verres+0-20",1,1,0,0
"Product","/products/panier-mascottes",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-papeterie-serre-livres",1,1,0,0
"Product","/products/marque-page-quai-9-3-4",1,1,0,0
"Product","/products/harry-potter-porte-monnaie-essential-gryffindor",1,1,0,0
"Checkout","/checkouts/cn/hWN1lHxRB3OiYp0Kw6aXi5HX/shipping",1,1,0,1
"Collection","/collections/harry-potter-decorations-suspensions/noel",1,1,0,0
"Collection","/collections/harry-potter-cuisine-mugs-et-verres/serdaigle",1,1,0,0
"Product","/products/t-shirt-long-serdaigle-team",1,1,0,0
"Collection","/collections/minalima/livres",1,1,0,0
"Blog Index","/blogs/news/articles",1,1,0,0
,"/boutique/maison-et-accessoires/mugs-et-verres/bouteille-isotherme-500ml-poufsouffle",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations-objets-decos",1,1,0,0
"Checkout","/checkouts/cn/hWN6ARZpaySyeqvDY3XMO9VT/fr-fr/information",1,1,0,1
"Collection","/collections/artisanat-et-curiosites-bijoux/badges-et-pin%27s",1,1,0,0
"Product","/products/boutiques-ollivander-et-scribbulus-puzzle-3d-wrebbit",1,1,0,0
"Collection","/collections/harry-potter-vetements-chaussettes/poufsouffle+bonnets-et-gants",1,1,0,0
"Product","/products/pins-ron-weasley",1,1,0,0
"Product","/products/kit-tricot-special-chaussettes-de-noel-hogwarts",1,1,0,0
"Product","/products/t-shirt-buckbeak-line-art",1,1,0,0
,"/boutique/baguettes-magiques/baguette-lumineuse-harry-potter",1,1,0,0
"Product","/products/baguette-en-cristal-violet",1,1,0,0
"Collection","/collections/harry-potter-vetements-chaussettes/0-20",1,1,0,0
"Collection","/collections/harry-potter-pieces-de-collection-1/60-100",1,1,0,0
"Product","/products/mug-chaudron-gryffondor",1,1,0,0
,"/boutique/bijoux/colliers-et-pendentifs/charms-poufsouffle",1,1,0,0
"Product","/products/baguette-de-harry-potter-prise-au-rafleur",1,1,0,0
,"/boutique/papeterie/stylos-et-sceaux/stylo-baguette-hermione-granger",1,1,0,0
"Product","/products/plaque-murale-phosphorente-ministere-de-la-magie",1,1,0,0
,"/boutique/baguettes-magiques/baguettes-personnages/baguette-de-ginny-weasley",1,1,0,0
"Collection","/collections/harry-potter-figurines-et-peluches-creatures-magiques",1,1,0,0
"Collection","/collections/harry-potter-decorations-suspensions/0-20+serpentard",1,1,0,0
"Collection","/collections/harry-potter-papeterie-livres/20-40+serdaigle",1,1,0,0
"Collection","/collections/harry-potter-cuisine-mugs-et-verres/bouteilles-et-thermos",1,1,0,0
,"/boutique/pieces-de-collection/serre-livres-cavalier-noir-echiquier-des-sorciers-defi-final",1,1,0,0
"Collection","/collections/harry-potter-cuisine/gryffondor",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/robes-de-sorciers+60-100",1,1,0,0
"Collection","/collections/harry-potter-baguettes-magiques-baguettes-personnages/baguettes-personnages+poufsouffle+20-40",1,1,0,0
"Collection","/collections/harry-potter-vetements-cravates/gryffondor",1,1,0,0
,"/boutique/vetements/chaussettes/lot-de-3-paires-de-chaussettes-dark-arts-taille-unique-du-37-au-46",1,1,0,0
"Product","/products/theiere-chemin-de-traverse",1,1,0,0
"Product","/products/plaid-fluffy-losanges-multicolores",1,1,0,0
"Collection","/collections/harry-potter-decorations-plaids-et-coussins",1,1,0,0
"Collection","/collections/harry-potter-figurines-et-peluches/poufsouffle",1,1,0,0
,"/produit/porte-cles-ministere-de-la-magie/",1,1,0,0
,"/boutique/maison-et-accessoires/sacs-et-porte-monnaies/sac-a-dos-luna-lovegood",1,1,0,0
"Collection","/collections/tous-les-produits/60-100+puzzles",1,1,0,0
"Product","/products/trousse-a-maquillage-champignon",1,1,0,0
,"/boutique/maison-et-accessoires/mugs-et-verres/mug-3d-quatre-maisons",1,1,0,0
,"/boutique/bijoux/boucles-doreilles/clous-doreilles-retourneur-de-temps-immobile",1,1,0,0
"Checkout","/orders/05ca864311f47116878ce6e5f4b2c40b",1,1,0,0
"Product","/products/marque-page-metal-blason-de-poufsouffle",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-decorations-objets-decos/potions+20-40",1,1,0,0
,"/boutique/vetements/bonnets-et-gants/bonnet-gryffondor-enfant",1,1,0,0
"Product","/products/collier-luna-lovegood",1,1,0,0
"Collection","/collections/harry-potter-vetements-echarpes/40-60",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-papeterie-posters/posters",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-accessoires-et-maroquinerie/0-20",1,1,0,0
"Collection","/collections/harry-potter-vetements-1/40-60",1,1,0,0
"Product","/products/set-10-bougies-anniversaire-kawaii",1,1,0,0
,"/boutique/bijoux/badges-et-pins/pins-fumseck-plaque-or-rose",1,1,0,0
"Product","/products/planche-de-magnets-en-mousse-dumbledore",1,1,0,0
"Product","/products/pot-a-crayon-poudlard-avec-stylos-inclus",1,1,0,0
"Collection","/collections/seigneur-des-anneaux-decorations-suspensions/serdaigle+suspensions",1,1,0,0
"Product","/products/stickers-en-mousse-honeydukes",1,1,0,0
,"/produit/verre-xxl-400-ml-potion-polynectar/",1,1,0,0
"Collection","/collections/harry-potter-vetements-cravates/serdaigle",1,1,0,0
,"/boutique/peluches/peluche-touffu-harry-potter",1,1,0,0
,"/produit/pins-retourneur-de-temps-immobile/",1,1,0,0
"Product","/products/marque-page-metal-blason-de-serdaigle",1,1,0,0
,"/boutique/papeterie/livres/harry-potter-le-grand-livre-pop-up-du-chemin-de-traverse",1,1,0,0
"Collection","/collections/tous-les-produits/bonnets-et-gants+gryffondor",1,1,0,0
"Collection","/collections/harry-potter-vetements-bonnets-et-gants/20-40",1,1,0,0
"Product","/products/la-coupe-des-3-sorciers",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-papeterie-illustrations",1,1,0,0
"Product","/products/map2416",1,1,0,0
"Collection","/collections/maison-et-accessoires/20-40",1,1,0,0
"Checkout","/checkouts/cn/hWN4NqwwYXp7kADhn89c7wN1/fr-fr/stock-problems",1,1,0,1
"Product","/products/pin-s-coupe-de-helga-poufsouffle",1,1,0,0
,"/boutique/bijoux/colliers-et-pendentifs/collier-fumseck-plaque-or-rose",1,1,0,0
"Collection","/collections/artisanat-et-curiosites-accessoires-et-maroquinerie/beaute",1,1,0,0
