ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Confiance;Conseil
"2222";"Le livre de coloriage de Poudlard";"J04553";"8.56";"12.90";"1.51";"20.4%";"12.90";"16.75";"14.18";"12.90";"16.75";"-";"12.90";"0.96";"Marge faible (Vérifier)"
"2229";"Décoration de Noël Vif d’or ";"EHPCD0004";"7.95";"15.99";"2.01";"40.3%";"13.90";"13.90";"13.90";"13.90";"-";"-";"-";"0.72";"Trop cher (Baisser !)"
"2231";"Décoration de Noël Diadème de Serdaigle";"EHPCD0124";"7.95";"15.99";"2.01";"40.3%";"14.90";"15.00";"14.95";"14.90";"-";"15.00";"-";"0.77";"Trop cher (Baisser !)"
"2232";"Décoration de Noël Chocogrenouille";"EHPCD0157";"7.95";"15.99";"2.01";"40.3%";"14.90";"16.99";"15.95";"15.90";"15.99";"14.90";"16.99";"0.76";"Marge faible (Vérifier)"
"2233";"Lot de 3 bracelets d’amitié - Argentés";"EHPFB0450";"5.95";"13.95";"2.34";"48.8%";"12.99";"13.90";"13.45";"13.90";"-";"-";"12.99";"0.97";"RAS"
"2235";"Porte-clés le Chicaneur";"EKR000248";"6.50";"13.99";"2.15";"44.2%";"11.90";"15.90";"13.57";"11.90";"12.90";"15.90";"-";"0.78";"Marge faible (Vérifier)"
"2239";"Sacoche bandoulière Honeydukes";"CR2416";"6.80";"14.95";"2.20";"45.4%";"10.90";"12.99";"11.95";"10.90";"12.99";"-";"-";"0.84";"Trop cher (Baisser !)"
"2241";"Décoration de Noël Fumseck le Phénix ";"EHPCD0113";"7.95";"15.99";"2.01";"40.3%";"14.90";"14.99";"14.95";"14.90";"14.99";"-";"-";"0.68";"Trop cher (Baisser !)"
"2242";"ELIXIR DU GRIFFON";"006436";"2.33";"5.00";"2.15";"44.1%";"4.99";"4.99";"4.99";"-";"4.99";"-";"-";"0.66";"Marge faible (Vérifier)"
"2243";"Casquette Gryffondor";"CR2641";"8.65";"19.95";"2.31";"48.0%";"19.00";"24.95";"21.20";"20.90";"24.95";"19.95";"19.00";"1.07";"RAS"
"2244";"Carnet à spirale - Sirius";"SR72252";"4.87";"10.00";"2.05";"41.6%";"7.90";"7.90";"7.90";"7.90";"-";"-";"-";"0.83";"Trop cher (Baisser !)"
"2247";"Journal Intime Alohomora";"SR74023";"11.80";"24.99";"2.12";"43.3%";"19.90";"24.90";"22.40";"24.90";"-";"-";"19.90";"0.90";"Marge faible (Vérifier)"
"2248";"Tasse Always ";"SCMG26663";"8.63";"18.00";"2.09";"42.5%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"0.67";"Marge faible (Vérifier)"
"2249";"Mug - Tome 1 Quidditch";"MGB27574";"6.99";"14.00";"2.00";"40.1%";"13.90";"18.99";"15.93";"13.90";"18.99";"14.90";"-";"0.73";"Marge faible (Vérifier)"
"2251";"Mug - Tome 5 Poudlard Express";"MGB27573";"6.99";"14.00";"2.00";"40.1%";"11.90";"16.99";"13.70";"12.90";"16.99";"11.90";"12.99";"0.71";"Marge faible (Vérifier)"
"2253";"Porte-Clés Masque Du Mangemort";"RKR39249";"3.40";"11.99";"3.53";"66.0%";"11.90";"12.99";"12.70";"11.90";"12.99";"12.90";"12.99";"0.79";"RAS"
"2257";"Mug - Expecto Patronum";"MG27549";"5.59";"11.00";"1.97";"39.0%";"11.99";"12.99";"12.63";"12.90";"11.99";"-";"12.99";"0.79";"Marge faible (Vérifier)"
"2258";"Tableau - Expecto Patronum 20X29,5cm";"MW11967P";"6.32";"15.00";"2.37";"49.4%";"14.99";"14.99";"14.99";"-";"-";"-";"14.99";"0.62";"RAS"
"2259";"Mug - Potions Extrêmement Dangereuses";"SCMG27203";"8.37";"18.00";"2.15";"44.2%";"18.90";"18.90";"18.90";"-";"-";"18.90";"-";"0.73";"Marge faible (Vérifier)"
"2260";"Porte-Clés à Pompom - Gryffondor";"RKP39089";"1.49";"5.00";"3.36";"64.2%";"4.90";"4.90";"4.90";"-";"-";"4.90";"-";"0.85";"RAS"
"2262";"Porte-Clés - Hedwige";"RKP39088";"1.46";"5.00";"3.42";"65.0%";"5.90";"5.90";"5.90";"5.90";"-";"-";"-";"0.78";"Opportunité (Augmenter !)"
"2263";"Horloge Ecusson De Poudlard";"GP86448";"9.72";"22.00";"2.26";"47.0%";"19.90";"19.95";"19.92";"19.90";"19.95";"-";"-";"0.71";"Trop cher (Baisser !)"
"2264";"Pin's Poudlard";"PBE6046";"2.92";"7.00";"2.40";"49.9%";"7.99";"9.90";"8.93";"-";"7.99";"9.90";"8.90";"0.64";"Opportunité (Augmenter !)"
"2266";"Porte-clés à pompom - Poufsouffle";"RKP39090";"1.46";"5.00";"3.42";"65.0%";"4.90";"4.90";"4.90";"4.90";"-";"4.90";"-";"0.75";"RAS"
"2267";"Mug Dorure Gryffondor";"SCMG26700";"4.96";"12.90";"2.60";"53.9%";"12.00";"13.90";"12.97";"13.90";"12.99";"12.00";"12.99";"0.73";"RAS"
"2268";"Mug Dorure Poufsouffle";"SCMG26702";"5.69";"12.90";"2.27";"47.1%";"12.00";"14.95";"13.46";"13.90";"14.95";"12.00";"12.99";"0.72";"RAS"
"2269";"Mug Dorure Serdaigle";"SCMG26703";"5.69";"12.90";"2.27";"47.1%";"12.00";"13.90";"12.97";"13.90";"12.99";"12.00";"12.99";"0.70";"RAS"
"2270";"Mug Dorure Serpentard";"SCMG26701";"5.69";"12.90";"2.27";"47.1%";"11.99";"13.90";"12.72";"13.90";"11.99";"12.00";"12.99";"0.73";"RAS"
"2272";"Mug - Patronus";"MG24713";"5.59";"12.00";"2.15";"44.1%";"15.99";"15.99";"15.99";"-";"15.99";"-";"-";"0.70";"Opportunité (Augmenter !)"
"2273";"Poster - Patronus 61X91,5cm";"PP34127";"3.49";"7.20";"2.06";"41.8%";"7.90";"7.90";"7.90";"7.90";"-";"-";"-";"0.82";"Marge faible (Vérifier)"
"2275";"Porte-Clés à Pompom Serpentard";"RKP39092";"1.46";"5.00";"3.42";"65.0%";"4.90";"5.90";"5.40";"5.90";"-";"4.90";"-";"0.85";"RAS"
"2276";"Carnet Sortilèges Et Charmes";"SR72834";"10.71";"22.90";"2.14";"43.9%";"19.90";"24.99";"21.60";"19.90";"24.99";"-";"19.90";"0.72";"Marge faible (Vérifier)"
"2281";"Set de 800 stickers Harry Potter";"PS7401";"2.88";"5.99";"2.08";"42.3%";"5.99";"5.99";"5.99";"-";"-";"-";"5.99";"0.94";"Marge faible (Vérifier)"
"2286";"Blason Mural Poudlard";"WB219";"29.90";"60.00";"2.01";"40.2%";"59.95";"68.99";"64.47";"-";"68.99";"59.95";"-";"0.96";"Marge faible (Vérifier)"
"2287";"Cadre Photo Poudlard";"WB220";"9.88";"22.00";"2.23";"46.1%";"24.90";"25.00";"24.96";"24.90";"24.99";"-";"25.00";"0.96";"Opportunité (Augmenter !)"
"2288";"Cadre Photo Hedwige";"WB221";"9.40";"20.00";"2.13";"43.6%";"19.90";"25.00";"22.63";"19.90";"22.99";"-";"25.00";"0.97";"Marge faible (Vérifier)"
"2289";"Plaque Sortilège Expelliarmus";"WB248";"2.95";"8.00";"2.71";"55.8%";"6.90";"9.99";"8.45";"6.90";"9.99";"-";"-";"0.83";"RAS"
"2290";"Plaque Sortilège Wingardium Leviosa";"WB249";"2.95";"8.00";"2.71";"55.8%";"6.90";"9.99";"7.93";"6.90";"9.99";"6.90";"-";"0.80";"RAS"
"2291";"Plaque Sortilège Lumos ";"WB250";"2.95";"8.00";"2.71";"55.8%";"6.90";"9.99";"8.45";"6.90";"9.99";"-";"-";"0.81";"RAS"
"2292";"Plaque Privet Drive";"WB242";"9.88";"22.00";"2.23";"46.1%";"18.99";"22.99";"21.29";"21.90";"22.99";"-";"18.99";"0.89";"RAS"
"2293";"Plaque du Terrier (The Burrow)";"WB245";"8.64";"22.00";"2.55";"52.9%";"22.99";"22.99";"22.99";"-";"22.99";"-";"-";"0.82";"RAS"
"2294";"Plaque Ollivanders";"WB246";"6.17";"15.00";"2.43";"50.6%";"16.99";"16.99";"16.99";"-";"16.99";"-";"-";"0.65";"Opportunité (Augmenter !)"
"2295";"Sac à Lunch Gryffondor";"WB213";"7.40";"18.00";"2.43";"50.7%";"19.90";"24.99";"22.44";"19.90";"24.99";"24.90";"19.99";"0.87";"RAS"
"2296";"Sac à Lunch Serdaigle";"WB214";"7.40";"18.00";"2.43";"50.7%";"16.99";"19.99";"19.21";"19.90";"16.99";"19.95";"19.99";"0.74";"RAS"
"2297";"Sac à Lunch Poufsouffle";"WB215";"7.40";"18.00";"2.43";"50.7%";"16.99";"19.99";"19.21";"19.90";"16.99";"19.95";"19.99";"0.81";"RAS"
"2298";"Sac à Lunch Serpentard";"WB216";"7.40";"18.00";"2.43";"50.7%";"16.99";"24.90";"20.45";"19.90";"16.99";"24.90";"19.99";"0.78";"RAS"
"2299";"Bannière étendard Gryffondor";"WB229";"7.40";"16.90";"2.28";"47.5%";"16.90";"21.99";"18.22";"16.90";"16.99";"16.99";"21.99";"1.01";"RAS"
"2300";"Bannière étendard Serdaigle ";"WB230";"7.40";"16.90";"2.28";"47.5%";"16.90";"21.99";"18.22";"16.90";"16.99";"16.99";"21.99";"0.98";"RAS"
"2301";"Bannière étendard Poufsouffle";"WB231";"7.40";"16.90";"2.28";"47.5%";"16.90";"21.99";"18.22";"16.90";"16.99";"16.99";"21.99";"1.02";"RAS"
"2302";"Bannière étendard Serpentard";"WB232";"7.40";"16.90";"2.28";"47.5%";"16.90";"21.99";"18.20";"16.90";"16.99";"16.90";"21.99";"1.01";"RAS"
"2303";"Plaque suspendue Wingardium Leviosa";"WB236";"4.93";"12.00";"2.43";"50.7%";"11.90";"14.99";"12.96";"11.90";"11.99";"-";"14.99";"1.05";"RAS"
"2304";"Plaque suspendue Expecto Patronum";"WB235";"4.93";"12.00";"2.43";"50.7%";"11.90";"14.99";"12.96";"11.90";"11.99";"-";"14.99";"1.13";"RAS"
"2305";"Plaque suspendue Felix Felicis";"WB237";"4.93";"12.00";"2.43";"50.7%";"11.90";"14.99";"12.96";"11.90";"11.99";"-";"14.99";"1.05";"RAS"
"2306";"Plaque suspendue Flying Lesson";"WB241";"4.44";"12.00";"2.70";"55.6%";"9.99";"14.99";"12.29";"11.90";"9.99";"-";"14.99";"0.82";"RAS"
"2307";"Plaque suspendue I Solemnly Swear";"WB234";"4.93";"12.00";"2.43";"50.7%";"11.90";"14.99";"12.96";"11.90";"11.99";"-";"14.99";"1.13";"RAS"
"2308";"Sac à dos Gryffondor";"WB206";"12.35";"29.90";"2.42";"50.4%";"29.90";"35.00";"31.63";"-";"29.99";"29.90";"35.00";"0.75";"RAS"
"2309";"Sac à dos Serdaigle";"WB207";"12.35";"29.90";"2.42";"50.4%";"29.99";"35.00";"32.49";"-";"29.99";"-";"35.00";"0.74";"RAS"
"2310";"Sac à dos Poufsouffle";"WB208";"12.35";"29.90";"2.42";"50.4%";"29.99";"35.90";"33.63";"35.90";"29.99";"-";"35.00";"0.73";"RAS"
